"","BEGR","BOOT","BOXR","C596","C834","C835","C991","CWM3","DRSN","F102","F106","F108","F109","F110","F113","F114","F118","F123","F125","F127","F128","F131","F133","F134","F135","F137","F138","F141","F142","F146","F148","F149","F151","F153","F154","F155","F157","F159","F162","F164","F165","F167","F175","F176","F178","F180","F181","F182","F188","F190","F194","F196","F198","F203","F215","F218","F219","F220","F222","F228","F236","F237","F248","F258","F268","F276","FB02","FB05","FB07","FB09","FB10","FB11","FB13","FB15","FB20","FB25","FB27","FB28","FB33","FB35","FB36","FB43","FB44","FB48","FB54","FB55","FB63","FB65","FB66","FB78","FB79","FB87","FB90","FB92","FB93","HAIR","HBMB","HIQQ","IKN2","JOSC","LDMA","LIZD","LNPC","LNPF","M145","MPTB","PNBT","PSDQ","RTMW","RY34","SOLB","TCTV","TDTL","TSMV","VSTH","WHOO","ZELD"
"F222",0,0.00705467372134039,0.00253807106598985,0.104109589041096,0.00657174151150055,0.0110024449877751,0.00747384155455904,0,0.00139470013947001,0.00162866449511401,0.00380952380952381,0,0.0046801872074883,0.00630517023959647,0.0299212598425197,0.00354191263282172,0.0214797136038186,0.00604229607250755,0.010377358490566,0.00445235975066785,0.00785340314136126,0,0.0372771474878444,0,0.028328611898017,0.0338809034907598,0.0213523131672598,0.0174825174825175,0.00327510917030568,0.0287822878228782,0.0574809805579036,0.00929152148664344,0.030982905982906,0,0,0.0095389507154213,0.0214007782101167,0.0244786944696283,0,0.00623441396508728,0.0335861321776815,0,0.0101818181818182,0.0146862483311081,0.0192153722978383,0,0.00333704115684093,0.00819672131147541,0.024800708591674,0.0141342756183746,0.00521512385919166,0.0137103684661525,0.00932994062765055,0.0482352941176471,0.00952380952380952,0.0175029171528588,0.00454545454545455,0.0666666666666667,1,0.0360777058279371,0.0239179954441913,0.00742574257425743,0.00925925925925926,0.0126849894291755,0.00827300930713547,0.0044004400440044,0.016504854368932,0.00628272251308901,0.0206896551724138,0.00971817298347911,0.00731930466605672,0.0116120218579235,0.00418410041841004,0.00474833808167141,0.012531328320802,0.00285986653956149,0.0109018830525273,0.00338983050847458,0.010230179028133,0,0.00709939148073022,0,0.00749063670411985,0,0.00740740740740741,0.0112554112554113,0.00116822429906542,0.0134730538922156,0.00821167883211679,0.00627615062761506,0.00651465798045603,0.00962695547533093,0.0180305131761442,0.00750625521267723,0.00486381322957198,0.00161290322580645,0,0.00333889816360601,0.0110837438423645,0.00957592339261286,0,0.00170068027210884,0,0,0,0.0145118733509235,0.00998336106489185,0,0,0.0178571428571429,0.00659630606860158,0,0,0,0.00840336134453781,0,0
"F228",0,0.00152439024390244,0.0103806228373702,0.0229357798165138,0.00099601593625498,0.00109649122807018,0.00263852242744063,0.0029806259314456,0,0.00142857142857143,0.021505376344086,0,0.00218818380743982,0.00113250283125708,0.0641221374045802,0,0.00883652430044183,0.00184672206832872,0.00173160173160173,0,0.00567260940032415,0.00835654596100279,0.0730557737627651,0.00145560407569141,0.0146804835924007,0.0389733840304183,0.00899427636958299,0.0105374077976818,0.005,0.0541310541310541,0.0790960451977401,0.0224839400428266,0.0193986420950533,0,0.00269905533063428,0.00817843866171004,0.0393412625800549,0.0331350892098556,0.00867052023121387,0.0159271899886234,0.0666666666666667,0,0.00958247775496235,0.0431565967940814,0.0187406296851574,0.00288600288600289,0.0185567010309278,0.00375234521575985,0.0196882690730107,0.0349726775956284,0,0.00874403815580286,0.0224358974358974,0.0426894343649947,0,0.0334412081984898,0.00267737617135207,0.146586345381526,0.0360777058279371,1,0.00407747196738022,0.0146561443066516,0.00117924528301887,0.00191938579654511,0.00378429517502365,0.00503018108651911,0.00265486725663717,0.00479846449136276,0.054275092936803,0.0227272727272727,0.0375874125874126,0.0322793148880105,0,0.000874890638670166,0.00154320987654321,0.0151650312221231,0.0231267345050879,0.0124740124740125,0.00713153724247227,0,0.0227488151658768,0.00203873598369011,0.00112107623318386,0.00531208499335989,0.0126050420168067,0.012924071082391,0.00533049040511727,0,0.0374564459930314,0.000955109837631328,0.0138036809815951,0.00108225108225108,0.0542740841248304,0.00543900543900544,0.0294388224471021,0.00283687943262411,0.00579710144927536,0.00585651537335286,0.0011037527593819,0.0024330900243309,0.00147710487444609,0,0,0,0.00424929178470255,0.00117096018735363,0.00434782608695652,0.00296296296296296,0.0028735632183908,0.00113250283125708,0,0,0,0.00602409638554217,0.00586510263929619,0,0.00308641975308642
"F236",0,0,0.0530546623794212,0.0517241379310345,0.035667107001321,0.0236686390532544,0,0,0.00344234079173838,0,0.00327510917030568,0,0.0114035087719298,0.0137614678899083,0.00170794192997438,0.0127478753541076,0.0295698924731183,0.00582072176949942,0.0140845070422535,0.00812182741116751,0.0159362549800797,0.0174129353233831,0.0105913503971756,0,0.00421052631578947,0.00229885057471264,0.0232323232323232,0,0.0509383378016086,0.0244100895036615,0.000896860986547085,0.00136425648021828,0.00362756952841596,0.0015015015015015,0.00191938579654511,0.00620567375886525,0.00109409190371991,0.0132382892057026,0,0.037037037037037,0.00367647058823529,0.00392156862745098,0.0104754230459307,0.0016025641025641,0.0224618149146451,0,0.00130548302872063,0.0341047503045067,0.0199600798403194,0.00137931034482759,0.00315457413249211,0.0294695481335953,0.0134486071085495,0.0106951871657754,0.00330578512396694,0.00272108843537415,0.0134357005758157,0.00545851528384279,0.0239179954441913,0.00407747196738022,1,0.0225903614457831,0.0484140233722871,0.246969696969697,0.0181818181818182,0.0527740189445196,0.286318758815233,0,0.00251256281407035,0.00444444444444444,0.00415800415800416,0.00447761194029851,0.00243013365735115,0.00217155266015201,0.159311087190527,0.00218579234972678,0.0102739726027397,0,0.00286532951289398,0,0.00586166471277843,0.00131406044678055,0.00900900900900901,0,0.00245499181669394,0.00584225900681597,0.00417246175243394,0.00329218106995885,0.00622406639004149,0.00364077669902913,0.00916590284142988,0.0144092219020173,0.00225563909774436,0.0160984848484848,0.00447427293064877,0,0,0,0.0362537764350453,0.0185810810810811,0,0,0,0,0.00205338809034908,0.0292207792207792,0,0,0,0.027906976744186,0.0129032258064516,0.00628930817610063,0.00227272727272727,0,0,0.02,0
"F237",0,0.00862068965517241,0.0836501901140684,0.0155979202772964,0.0174672489082969,0.00998336106489185,0,0,0,0.010230179028133,0,0.00187617260787992,0,0.0104895104895105,0.0111524163568773,0.00638977635782748,0.00757575757575758,0,0.0106888361045131,0,0.00537634408602151,0.00616740088105727,0.004739336492891,0.0026246719160105,0.00115207373271889,0.00897435897435897,0.00324324324324324,0.0108359133126935,0.00286944045911047,0.0138169257340242,0.00585365853658537,0.0621931260229133,0.00675675675675676,0,0.00229357798165138,0,0.00606060606060606,0.0133630289532294,0,0.0155709342560554,0.00685871056241427,0.00470588235294118,0.00171379605826907,0.00934579439252336,0.0105566218809981,0,0.0103703703703704,0.0173102529960053,0.0118790496760259,0.00470219435736677,0,0.0115546218487395,0.0104166666666667,0.0370942812982998,0.00191938579654511,0.00153609831029186,0,0.00966183574879227,0.00742574257425743,0.0146561443066516,0.0225903614457831,1,0.0402298850574713,0.0165289256198347,0.00666666666666667,0.0102040816326531,0.017220172201722,0,0.0109090909090909,0.00367647058823529,0.00916380297823597,0.00238473767885533,0,0,0.0195272353545735,0.00240963855421687,0.00755667506297229,0,0.00103734439834025,0,0.0144356955380577,0,0.0103270223752151,0.00222222222222222,0.00263852242744063,0.00423728813559322,0.00157232704402516,0.008,0.0102739726027397,0,0.000985221674876847,0.00650406504065041,0.00402252614641995,0.00202839756592292,0.00494437577255871,0.0335051546391753,0,0.0106100795755968,0.0134907251264755,0.0058252427184466,0.0136239782016349,0.010958904109589,0.0213903743315508,0.0188172043010753,0.00248756218905473,0.0300187617260788,0.010443864229765,0,0.0315789473684211,0.0339892665474061,0.00929368029739777,0.00253807106598985,0.0028169014084507,0.00277008310249307,0.00795755968169761,0,0.00291545189504373
"F248",0,0,0.038,0.0328185328185328,0.0125,0.160751565762004,0,0,0.0090293453724605,0,0.00256081946222791,0,0.000984251968503937,0.0313111545988258,0,0.00173010380622837,0.00695825049701789,0,0.0230179028132992,0.00116822429906542,0.00683371298405467,0.0101851851851852,0.000992063492063492,0,0,0,0.00573394495412844,0,0.0062111801242236,0.00898472596585804,0,0.00843170320404722,0,0,0,0.00100200400801603,0,0.00467836257309942,0,0.00941619585687382,0,0.0162162162162162,0.00539568345323741,0,0.00602409638554217,0,0,0.00991501416430595,0.00796359499431172,0,0.00401606425702811,0.00884955752212389,0.0143487858719647,0.0147299509001637,0,0,0.00512820512820513,0,0.00925925925925926,0.00117924528301887,0.0484140233722871,0.0402298850574713,1,0.0284431137724551,0.00571428571428571,0.00784929356357928,0.0305444887118194,0.00145137880986938,0,0.00130378096479791,0.00484261501210654,0.0033167495854063,0,0,0.0329308452250274,0,0.00536912751677852,0,0,0,0.00837988826815642,0,0.0287907869481766,0,0,0,0,0,0.00846432889963724,0.00290275761973875,0.00103734439834025,0.0383912248628885,0.000836120401337793,0,0.00263157894736842,0,0,0,0.165254237288136,0.119904076738609,0,0.00952380952380952,0,0,0.00571428571428571,0.0755939524838013,0,0,0,0.0689655172413793,0.0314465408805031,0.0238095238095238,0,0,0,0.0157232704402516,0
"F258",0,0,0.0688622754491018,0.0224089635854342,0.0420271940667491,0.0189959294436906,0.00335570469798658,0,0.003125,0,0.00204918032786885,0,0.011686143572621,0.00837988826815642,0.000812347684809098,0.00519480519480519,0.0202702702702703,0.0087431693989071,0.0226104830421377,0.0115384615384615,0.0208136234626301,0.0174050632911392,0.0109151973131822,0,0.00496031746031746,0.00215285252960172,0.0180436847103514,0,0.0684410646387833,0.0177606177606178,0,0.00252844500632111,0.00908059023836549,0,0.00172413793103448,0.00420521446593776,0.00102774922918808,0.0252918287937743,0,0.0368794326241135,0.00342857142857143,0.00528169014084507,0.00844854070660522,0.00146412884333821,0.020460358056266,0,0.00121212121212121,0.0353477765108324,0.0178907721280603,0.00127551020408163,0.00144092219020173,0.0307262569832402,0.0257826887661142,0.0124223602484472,0.00301204819277108,0,0.0120689655172414,0.00204498977505112,0.0126849894291755,0.00191938579654511,0.246969696969697,0.0165289256198347,0.0284431137724551,1,0.0274285714285714,0.0744544287548139,0.21831869510665,0,0.00399680255795364,0.003125,0.0039177277179236,0.00428877769835597,0.00454545454545455,0.00306435137895812,0.252480705622933,0.00308324768756423,0.0139634801288937,0.00123304562268804,0.00361990950226244,0,0.00328227571115974,0.00366748166259169,0.00966850828729282,0,0,0.00645161290322581,0.00128205128205128,0.00313971742543171,0.0048828125,0.0148911798396334,0.00694444444444444,0.0105960264900662,0.00360490266762797,0.0198198198198198,0.00630914826498423,0,0,0,0.0275862068965517,0.0137825421133231,0,0,0,0,0.0036697247706422,0.0191176470588235,0,0,0,0.0183356840620592,0.00733137829912024,0.00559701492537313,0.00806451612903226,0,0,0.00387596899224806,0
"F268",0,0,0.00966850828729282,0.0204918032786885,0.0287081339712919,0.0158730158730159,0.00819672131147541,0.00189753320683112,0.0030441400304414,0,0.00606673407482305,0.00870827285921625,0.0327731092436975,0.00271370420624152,0.0246103363412633,0.00636132315521628,0.0268231349538977,0.0239651416122004,0.0422245108135942,0.0511307767944936,0.0428163653663178,0.0187646598905395,0.0175,0.0018450184501845,0.0117878192534381,0.00636942675159236,0.035171102661597,0,0.0591133004926108,0.0190839694656489,0.00336700336700337,0.0087173100871731,0.00778642936596218,0.0234159779614325,0,0.0142378559463987,0.00202224469160768,0.0268456375838926,0,0.0260631001371742,0.0240274599542334,0,0.0144927536231884,0,0.0201680672268908,0,0.00237812128418549,0.0164835164835165,0.0213953488372093,0,0.00423131170662906,0.294930875576037,0.0659754948162111,0.0109356014580802,0.00441176470588235,0.00123152709359606,0.00499168053244592,0.0111561866125761,0.00827300930713547,0.00378429517502365,0.0181818181818182,0.00666666666666667,0.00571428571428571,0.0274285714285714,1,0.0452876376988984,0.0175077239958805,0.00333704115684093,0.0257856567284448,0.00512820512820513,0.00773694390715667,0.0178954903364352,0.035632183908046,0.0256673511293634,0.020353982300885,0.0300829875518672,0.0115789473684211,0,0.0135013501350135,0.00829187396351575,0.0130151843817787,0.00842358604091456,0.00537634408602151,0,0.0030840400925212,0.0127853881278539,0.00125470514429109,0.013302034428795,0.0048030739673391,0.0168918918918919,0.0225890529973936,0.00128369704749679,0.00642857142857143,0.0240641711229947,0.0252631578947368,0.0017825311942959,0.0073394495412844,0,0.00793650793650794,0.00147492625368732,0,0.00189035916824197,0,0,0.00177619893428064,0.00995732574679943,0.0055045871559633,0.00188323917137476,0,0.00681198910081744,0.00142247510668563,0,0,0.00191570881226054,0.00371057513914657,0.0056390977443609,0
"F276",0.00119904076738609,0,0.0518867924528302,0.00735294117647059,0.0827679782903663,0.014367816091954,0,0,0.0187713310580205,0,0.0032258064516129,0.0176848874598071,0.0236842105263158,0.00296296296296296,0.00253378378378378,0.0110957004160888,0.0121845082680592,0.00688073394495413,0.0259179265658747,0.0307062436028659,0.054026503567788,0.0222405271828666,0.00433275563258232,0,0.0114942528735632,0.00112994350282486,0.0188492063492063,0,0.366438356164384,0.00951625693893735,0.000885739592559787,0,0.00715990453460621,0.00739644970414201,0,0.00877963125548727,0,0.0150905432595573,0,0.0362537764350453,0.00120192307692308,0.00381679389312977,0.0144,0.00156739811912226,0.00523560209424084,0,0,0.0460606060606061,0.00680272108843537,0,0.00619195046439629,0.0280735721200387,0.0288739172281039,0.00391134289439374,0.00323101777059774,0,0.00556586270871985,0.00107066381156317,0.0044004400440044,0.00503018108651911,0.0527740189445196,0.0102040816326531,0.00784929356357928,0.0744544287548139,0.0452876376988984,1,0.0392817059483726,0,0.00248344370860927,0,0.00204498977505112,0.00740740740740741,0.0194410692588092,0.00321199143468951,0.0510597302504817,0.0152671755725191,0.0123873873873874,0.00392670157068063,0.00377358490566038,0,0.00229885057471264,0.00129032258064516,0.0117994100294985,0,0,0.00673076923076923,0,0.0016246953696182,0.00305810397553517,0.0231143552311436,0.00541027953110911,0.00842696629213483,0.00447427293064877,0.0149393090569561,0.0235690235690236,0,0.00205761316872428,0,0.0115606936416185,0,0,0.00214132762312634,0,0,0,0.0109204368174727,0,0.00213219616204691,0,0.00894187779433681,0.003125,0.00202839756592292,0,0,0,0.0172043010752688,0
"FB02",0,0,0.0496732026143791,0.030188679245283,0.0448430493273543,0.0256410256410256,0,0,0.00136986301369863,0,0.00376293508936971,0,0.0187940485512921,0.0124843945068664,0.00151630022744503,0.0524390243902439,0.0342902711323764,0.00796812749003984,0.0313986679352997,0.0106288751107174,0.0299823633156966,0.0330578512396694,0.00936768149882904,0,0.00455788514129444,0.00196463654223969,0.0256183745583039,0,0.0460157126823793,0.0188269370021723,0,0.00341296928327645,0.00307692307692308,0.00122850122850123,0,0.0110323089046493,0.000941619585687382,0.018716577540107,0,0.0262828535669587,0.0104493207941484,0.00763358778625954,0.0377498149518875,0,0.0190174326465927,0,0,0.0572640509013786,0.0173913043478261,0,0.00255754475703325,0.0213492741246798,0.0160472972972973,0.0145903479236813,0.0013262599469496,0.00226500566251416,0.00595238095238095,0.00375586854460094,0.016504854368932,0.00265486725663717,0.286318758815233,0.017220172201722,0.0305444887118194,0.21831869510665,0.0175077239958805,0.0392817059483726,1,0.00102774922918808,0.00448095593726662,0.00669856459330144,0.00632339656729901,0.0053835800807537,0.0072463768115942,0.00469043151969981,0.210474308300395,0.0056657223796034,0.0177339901477833,0,0.00251046025104603,0,0.0100401606425703,0.00330760749724366,0.0161090458488228,0,0.00218978102189781,0.00596252129471891,0.00346020761245675,0.00440852314474651,0.014519056261343,0.0114107883817427,0.0129764801297648,0.0252707581227437,0.00406779661016949,0.038265306122449,0.00867888138862102,0.00157977883096367,0,0,0.0283600493218249,0.0121293800539084,0,0.00166389351081531,0,0,0,0.02088772845953,0,0,0,0.0214105793450882,0.0117340286831812,0.0048,0.00170068027210884,0,0,0.0218855218855219,0
"FB05",0,0,0.00139664804469274,0.00136612021857923,0,0,0.00166666666666667,0,0.0031104199066874,0,0.0402969247083775,0.00147058823529412,0.000823723228995058,0,0.0114660114660115,0,0.0185029436501262,0.0232044198895028,0.00200803212851406,0.00285171102661597,0.00185185185185185,0.00155400155400155,0.00249169435215947,0,0.014985014985015,0.00972972972972973,0.0247855100095329,0.0050251256281407,0.0023696682464455,0.0153727901614143,0.0207972270363951,0.00632111251580278,0.00337457817772778,0.00275103163686382,0.0121317157712305,0.0178571428571429,0.00929752066115703,0.00666666666666667,0,0.00410396716826265,0.0080091533180778,0,0.00458015267175573,0.00291970802919708,0.0143702451394759,0.0075187969924812,0.00120772946859903,0,0.0483558994197292,0.00382165605095541,0,0.00361663652802893,0.00721370604147881,0.00491400491400491,0.00299850074962519,0.029639175257732,0.00169779286926995,0.00408580183861083,0.00628272251308901,0.00479846449136276,0,0,0.00145137880986938,0,0.00333704115684093,0,0.00102774922918808,1,0.0186084142394822,0.0342612419700214,0.0362903225806452,0.0217706821480406,0.00795454545454545,0.02711157455683,0.00175901495162709,0.0208550573514077,0.00424178154825027,0.00991325898389095,0.179215270413574,0.00168634064080944,0.00327153762268266,0.0223325062034739,0,0.00843170320404722,0.0421052631578947,0.0809476801579467,0.0919220055710306,0.00866141732283465,0.026865671641791,0.00112612612612613,0.00779896013864818,0,0.0072202166064982,0.00176522506619594,0.00734522560335782,0.00182815356489945,0,0,0,0.00301659125188537,0,0,0,0,0,0,0,0,0.00185873605947955,0,0,0.00184842883548983,0,0,0,0,0
"FB07",0,0.00346420323325635,0.00740740740740741,0.010064043915828,0.00247116968698517,0.00178094390026714,0.00413223140495868,0,0.00594059405940594,0,0.048062015503876,0.00381679389312977,0.0127713920817369,0.00274473924977127,0.0984952120383037,0.000871839581517001,0.0312907431551499,0.00542635658914729,0.00219619326500732,0.000701754385964912,0.0160839160839161,0.0362047440699126,0.0583501006036217,0.0022271714922049,0.0251293422025129,0.0163551401869159,0.0365591397849462,0.00515021459227468,0.00412541254125413,0.0463821892393321,0.0251489080079418,0.0130208333333333,0.00637450199203187,0.00182149362477231,0.00632244467860906,0.0201691607026675,0.0165912518853695,0.0484581497797357,0.00775193798449612,0.010054844606947,0.0619168787107718,0,0.0174909529553679,0.00570342205323194,0.0403973509933775,0.0044296788482835,0.00418410041841004,0.00391542678151919,0.0355871886120996,0.00695047784535187,0.000936329588014981,0.0256232686980609,0.021978021978022,0.0171086398631309,0,0.0147441457068517,0.00523012552301255,0.187719298245614,0.0206896551724138,0.054275092936803,0.00251256281407035,0.0109090909090909,0,0.00399680255795364,0.0257856567284448,0.00248344370860927,0.00448095593726662,0.0186084142394822,1,0.054416403785489,0.0432513049962714,0.0671865626874625,0.00239043824701195,0.0066815144766147,0.00465735196274118,0.0173323285606631,0.0586345381526104,0.0189003436426117,0.0487977369165488,0.00103734439834025,0.01573564122738,0.00589225589225589,0.00272232304900181,0.009375,0.0401505646173149,0.038979447200567,0.0194174757281553,0.0685640362225097,0.0196220930232558,0.00158982511923688,0.0206254158349967,0.00797872340425532,0.0781440781440781,0.0279863481228669,0.0366043613707165,0.00327510917030568,0.00332225913621262,0.00111358574610245,0,0.00193423597678917,0,0,0,0,0.00436205016357688,0,0.00443951165371809,0.00338600451467269,0.00220264317180617,0,0.00283553875236295,0.0044004400440044,0,0.00571428571428571,0.00559910414333707,0,0
"FB09",0,0.00699300699300699,0.00125944584382872,0.0099626400996264,0.00108342361863489,0.00120336943441637,0,0.00169204737732657,0,0.00161550888529887,0.0362035225048924,0.00264200792602378,0.0133228840125392,0.00124688279301746,0.033044846577498,0,0.0345104333868379,0.00904522613065327,0.00466853408029879,0,0.011333914559721,0.0118430792005922,0.0313001605136437,0,0.0243445692883895,0.012,0.0481818181818182,0.00803673938002296,0,0.0211678832116788,0.0244698205546493,0.0034443168771527,0.0104166666666667,0.00124069478908189,0.0106870229007634,0.039119804400978,0.0124760076775432,0.0170250896057348,0.00162337662337662,0.00619578686493185,0.0202127659574468,0,0.0152949745083758,0.00790513833992095,0.159709618874773,0.00490998363338789,0.00554323725055432,0.00101214574898785,0.0347284060552093,0.00932400932400932,0.00129032258064516,0.00677966101694915,0.0187553282182438,0.0101465614430665,0.00403225806451613,0.0317647058823529,0.00602409638554217,0.0172579098753595,0.00971817298347911,0.0227272727272727,0.00444444444444444,0.00367647058823529,0.00130378096479791,0.003125,0.00512820512820513,0,0.00669856459330144,0.0342612419700214,0.054416403785489,1,0.022181146025878,0.039888033589923,0,0.00758293838862559,0.00247116968698517,0.0222437137330754,0.0138476755687438,0.00903954802259887,0.0691823899371069,0,0.0121703853955375,0.00894854586129754,0.00123304562268804,0.00895522388059702,0.0396039603960396,0.0761467889908257,0,0.0256603773584906,0.00725952813067151,0,0.0205592105263158,0.00356718192627824,0.0417256011315417,0.0159128978224456,0.00972762645914397,0.00320512820512821,0.00163398692810458,0.00165289256198347,0,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0.00130378096479791,0.00161550888529887,0,0.00513698630136986,0.00665557404326123,0,0
"FB10",0,0.00156985871271586,0.00351288056206089,0.0115874855156431,0.00203252032520325,0.00224215246636771,0,0.00770416024653313,0.0115979381443299,0.00146842878120411,0.00538116591928251,0.00121951219512195,0.00668647845468053,0,0.0253542132736764,0,0.0188536953242836,0.00851466414380322,0.00707964601769911,0.00167644593461861,0.00741962077493817,0.0207142857142857,0.0158371040723982,0.00149700598802395,0.00521739130434783,0.00845070422535211,0.0150375939849624,0.0032017075773746,0.00101522842639594,0.0159944367176634,0.0138461538461538,0.00753498385360603,0.00486854917234664,0.0046242774566474,0.00416088765603329,0.0144157814871017,0.00812274368231047,0.0135478408128704,0.0104166666666667,0.00807381776239908,0.0271629778672032,0,0.0104094378903539,0.00486026731470231,0.0136157337367625,0.0029673590504451,0.011482254697286,0.00382043935052531,0.0157676348547718,0.00324324324324324,0.00239234449760766,0.00644122383252818,0.0145278450363196,0.00209205020920502,0.00123762376237624,0.0140388768898488,0.00689655172413793,0.0227686703096539,0.00731930466605672,0.0375874125874126,0.00415800415800416,0.00916380297823597,0.00484261501210654,0.0039177277179236,0.00773694390715667,0.00204498977505112,0.00632339656729901,0.0362903225806452,0.0432513049962714,0.022181146025878,1,0.0238095238095238,0.000974658869395711,0.0107816711590297,0.00392464678178964,0.0256645279560037,0.0206572769953052,0.00844772967265047,0.0313014827018122,0.00136425648021828,0.159737417943107,0.0115424973767051,0.0011454753722795,0.00271739130434783,0.0214745884037223,0.024896265560166,0,0.0502586844050259,0.0464285714285714,0.000972762645914397,0.0155884645362432,0.00554938956714761,0.0246995994659546,0.0103011093502377,0.0232558139534884,0,0.0119940029985007,0.00149925037481259,0.00225733634311512,0.00124378109452736,0,0,0,0,0.00583090379008746,0.00360144057623049,0.00447093889716841,0.00765696784073507,0,0.00348027842227378,0,0.00146842878120411,0,0.00933125972006221,0.00451807228915663,0,0
"FB11",0,0.00196850393700787,0.0032441200324412,0.00885668276972625,0.00886262924667651,0.00157232704402516,0.00538116591928251,0,0.00431034482758621,0.000942507068803016,0.0344589937973811,0.00334168755221387,0.0199882422104644,0.000803858520900322,0.055956678700361,0,0.0371479928100659,0.00696378830083565,0.017426273458445,0.0161290322580645,0.0100882723833544,0.047481181239143,0.0397350993377483,0.00191021967526266,0.0267379679144385,0.0246652572233968,0.0363872644574399,0.0114942528735632,0.00515084621044886,0.23973063973064,0.0334753499695679,0.00920245398773006,0.0172910662824208,0.00888529886914378,0.0175115207373272,0.0488698839340257,0.0281593406593407,0.0320680628272251,0.00189214758751183,0.00561347233360064,0.0271260997067449,0.000914913083257091,0.0251256281407035,0.0108877721943049,0.0293237582286056,0.00667302192564347,0.0120030007501875,0.005621925509487,0.0328396651641983,0.0108191653786708,0.00995024875621891,0.0149439601494396,0.0136222910216718,0.0113378684807256,0.00252951096121417,0.010727969348659,0,0.023841961852861,0.0116120218579235,0.0322793148880105,0.00447761194029851,0.00238473767885533,0.0033167495854063,0.00428877769835597,0.0178954903364352,0.00740740740740741,0.0053835800807537,0.0217706821480406,0.0671865626874625,0.039888033589923,0.0238095238095238,1,0.00643776824034335,0.0121049092131809,0.00423728813559322,0.0204220558202859,0.0180430256766135,0.0113636363636364,0.0375079465988557,0.00450856627592426,0.0198300283286119,0.0105263157894737,0.0032,0.00269058295964126,0.0469293163383546,0.0419354838709677,0.0171606864274571,0.0452698781195589,0.0197109067017083,0.0100358422939068,0.0218579234972678,0.000778210116731518,0.068042387060792,0.0172095881991395,0.0171821305841924,0.000937207122774133,0,0.000955109837631328,0.00237154150197628,0.00253807106598985,0,0,0,0,0,0.00247320692497939,0,0,0.000945179584120983,0.0032232070910556,0.000827129859387924,0.000942507068803016,0,0,0,0,0.00099009900990099
"FB13",0,0,0,0.00826446280991736,0.015625,0.0134589502018843,0,0,0.00782472613458529,0,0.00719424460431655,0.0225563909774436,0.0158995815899582,0.00138312586445367,0,0.00258397932816537,0.00833333333333333,0.0416666666666667,0.0257201646090535,0.461858529819695,0.0404234841193455,0.00782472613458529,0.000829875518672199,0,0,0,0.0170454545454545,0,0.0317460317460317,0.00227790432801822,0,0,0,0.0658857979502196,0.00171821305841924,0.00251466890192791,0,0,0,0,0.00113765642775882,0,0.00998463901689708,0,0.000834724540901503,0,0,0.0111111111111111,0,0,0.00432276657060519,0.0335507921714818,0.0154686078252957,0,0,0,0,0.00306435137895812,0.00418410041841004,0,0.00243013365735115,0,0,0.00454545454545455,0.035632183908046,0.0194410692588092,0.0072463768115942,0.00795454545454545,0.00239043824701195,0,0.000974658869395711,0.00643776824034335,1,0.0592034445640474,0.0026431718061674,0.0240837696335079,0.00424628450106157,0.00246305418719212,0.000900900900900901,0.0171526586620926,0.00437158469945355,0.0274656679151061,0.00964187327823691,0,0.0046875,0.00183150183150183,0.00513478818998716,0,0.000970873786407767,0.0373831775700935,0.022887323943662,0.00657894736842105,0.00287769784172662,0.00710479573712256,0.0245726495726496,0,0,0,0,0.00911854103343465,0,0.00194552529182879,0,0,0,0.00288600288600289,0,0,0,0.00416088765603329,0.00145348837209302,0,0,0,0,0,0
"FB15",0,0,0,0.00484261501210654,0.00533049040511727,0.0035377358490566,0,0,0.0108991825613079,0,0.0160226201696513,0.0143415906127771,0.00768049155145929,0.00121802679658952,0.00528301886792453,0.00459770114942529,0.00615384615384615,0.554711246200608,0.00550964187327824,0.0482256596906278,0.032399299474606,0.008,0.00384911470361817,0.00320512820512821,0.00451263537906137,0.00291828793774319,0.0271691498685364,0.00111607142857143,0.00319148936170213,0.007818052594172,0.0151273885350318,0,0.00202634245187437,0.102803738317757,0.00294550810014728,0.00622083981337481,0.00186567164179104,0.00260642919200695,0.0015748031496063,0.00241254523522316,0,0.00149253731343284,0.00784593437945792,0,0.0101246105919003,0,0,0.00498504486540379,0.0146048109965636,0,0.00252206809583859,0.0246179966044143,0.0125104253544621,0.00109409190371991,0.005249343832021,0.0124293785310734,0.00145772594752187,0.00278551532033426,0.00474833808167141,0.000874890638670166,0.00217155266015201,0,0,0.00306435137895812,0.0256673511293634,0.00321199143468951,0.00469043151969981,0.02711157455683,0.0066815144766147,0.00758293838862559,0.0107816711590297,0.0121049092131809,0.0592034445640474,1,0.0024330900243309,0.0170132325141777,0.00675024108003857,0.0033003300330033,0.021978021978022,0.0146842878120411,0.010934393638171,0.0513698630136986,0.00727272727272727,0.00144092219020173,0.0154071900220103,0.0161977834612106,0.0114810562571757,0.00145348837209302,0.00534283170080142,0.00921187308085977,0.0177705977382876,0.00582750582750583,0.00336247478143914,0.0207125103562552,0.00955109837631328,0,0,0,0.00237247924080664,0,0,0.00163398692810458,0,0,0,0.00506970849176172,0.00158730158730159,0,0,0.00488997555012225,0.00127226463104326,0.00156739811912226,0,0,0.00160513643659711,0,0
