"","BEGR","BOOT","BOXR","C596","C834","C835","C991","CWM3","DRSN","F102","F106","F108","F109","F110","F113","F114","F118","F123","F125","F127","F128","F131","F133","F134","F135","F137","F138","F141","F142","F146","F148","F149","F151","F153","F154","F155","F157","F159","F162","F164","F165","F167","F175","F176","F178","F180","F181","F182","F188","F190","F194","F196","F198","F203","F215","F218","F219","F220","F222","F228","F236","F237","F248","F258","F268","F276","FB02","FB05","FB07","FB09","FB10","FB11","FB13","FB15","FB20","FB25","FB27","FB28","FB33","FB35","FB36","FB43","FB44","FB48","FB54","FB55","FB63","FB65","FB66","FB78","FB79","FB87","FB90","FB92","FB93","HAIR","HBMB","HIQQ","IKN2","JOSC","LDMA","LIZD","LNPC","LNPF","M145","MPTB","PNBT","PSDQ","RTMW","RY34","SOLB","TCTV","TDTL","TSMV","VSTH","WHOO","ZELD"
"F148",0,0.00254452926208651,0.00199004975124378,0.015888778550149,0,0,0.0194508009153318,0,0,0.00120336943441637,0.0192461908580593,0,0.00333333333333333,0,0.0785007072135785,0,0.0148749154834348,0.0133333333333333,0.00233463035019455,0,0,0.00959079283887468,0.0281593406593407,0,0.0456365092073659,0.0497427101200686,0.0209424083769634,0.0205992509363296,0.000881057268722467,0.0640686922060766,1,0.00742115027829314,0.0386643233743409,0,0.00807381776239908,0.0262249827467219,0.0385245901639344,0.0409582689335394,0.00120772946859903,0.00886699507389163,0.034452296819788,0,0.0113350125944584,0.0460385438972163,0.0268780151619573,0.00731707317073171,0.020985401459854,0.000833333333333333,0.0496562261268144,0.0425531914893617,0,0.0159651669085631,0.0345588235294118,0.0259259259259259,0.0126715945089757,0.0501446480231437,0.00113765642775882,0.0679530201342282,0.0574809805579036,0.0790960451977401,0.000896860986547085,0.00585365853658537,0,0,0.00336700336700337,0.000885739592559787,0,0.0207972270363951,0.0251489080079418,0.0244698205546493,0.0138461538461538,0.0334753499695679,0,0.0151273885350318,0,0.00874403815580286,0.00732899022801303,0.010054844606947,0.0286133528980191,0,0.00498338870431894,0.0036036036036036,0,0.00112739571589628,0,0.0335820895522388,0.00845070422535211,0.0234527687296417,0.00532319391634981,0,0.00276052449965493,0,0.0312117503059976,0.00281491907107671,0.00401606425702811,0,0,0.00245098039215686,0,0.0010482180293501,0,0,0,0,0,0,0.00610500610500611,0,0,0,0,0,0,0.00250941028858218,0.00739827373612824,0,0
"F149",0,0.00246913580246914,0.0113268608414239,0.0110410094637224,0,0.00151285930408472,0.00592885375494071,0,0.00181159420289855,0.0112359550561798,0.00225479143179256,0,0.00178412132024978,0,0.0381471389645777,0,0.00629496402877698,0,0.00221238938053097,0,0.00405679513184584,0.00672834314550042,0.00996376811594203,0.0115740740740741,0.00544069640914037,0.035670356703567,0.00511247443762781,0.00425531914893617,0,0.0148637489677952,0.00742115027829314,1,0.0165184243964422,0,0.00203665987780041,0.0036330608537693,0.0411764705882353,0.0222457627118644,0.00224215246636771,0.0126182965299685,0.0128369704749679,0,0.0099009900990099,0.0383944153577661,0.00635785649409628,0.0113895216400911,0.0380281690140845,0,0.010183299389002,0.0250368188512518,0.00165289256198347,0.00992063492063492,0.0128458498023715,0.23469387755102,0.00173611111111111,0.00283687943262411,0,0.027681660899654,0.00929152148664344,0.0224839400428266,0.00136425648021828,0.0621931260229133,0.00843170320404722,0.00252844500632111,0.0087173100871731,0,0.00341296928327645,0.00632111251580278,0.0130208333333333,0.0034443168771527,0.00753498385360603,0.00920245398773006,0,0,0.0028735632183908,0.00225988700564972,0.00944510035419126,0.00277392510402219,0.00294985250737463,0,0.00242130750605327,0.00136798905608755,0,0.00796812749003984,0.00929054054054054,0.000998003992015968,0,0.0232358003442341,0.00106496272630458,0,0.00657894736842105,0.00597014925373134,0.0124320124320124,0.00192122958693564,0.00462962962962963,0.0155902004454343,0,0.0069284064665127,0.00305810397553517,0,0.0166666666666667,0,0.0115740740740741,0.014018691588785,0,0.00666666666666667,0.00454545454545455,0,0.022883295194508,0.00635930047694754,0,0.0022271714922049,0.00488997555012225,0,0.00694444444444444,0,0.00503778337531486
"F151",0,0.0141414141414141,0.00417827298050139,0.00545702592087312,0.00354191263282172,0,0.0467128027681661,0,0,0.00552486187845304,0.00407747196738022,0,0.00164338537387017,0,0.0359531772575251,0,0.0116569525395504,0.00323624595469256,0.002,0.000945179584120983,0.00462534690101758,0.00310318076027929,0.021079258010118,0.0018796992481203,0.0736842105263158,0.0831408775981524,0.0121951219512195,0,0.00710900473933649,0.0129969418960245,0.0386643233743409,0.0165184243964422,1,0,0.00170357751277683,0.0291345329905741,0.0792079207920792,0.0241312741312741,0.00369685767097967,0.0179310344827586,0.00568181818181818,0,0.00533130236100533,0.00875912408759124,0.0117647058823529,0,0.0220858895705521,0.00328947368421053,0.0130353817504655,0.0259067357512953,0,0.00723327305605787,0.012646793134598,0.0287859824780976,0.106907894736842,0.028169014084507,0,0.025987525987526,0.030982905982906,0.0193986420950533,0.00362756952841596,0.00675675675675676,0,0.00908059023836549,0.00778642936596218,0.00715990453460621,0.00307692307692308,0.00337457817772778,0.00637450199203187,0.0104166666666667,0.00486854917234664,0.0172910662824208,0,0.00202634245187437,0.00793650793650794,0.00203873598369011,0.00634920634920635,0.0136138613861386,0.0072202166064982,0,0.0065359477124183,0.00120918984280532,0,0.0100671140939597,0.0262321144674086,0.0157116451016636,0.00127064803049555,0.011014948859166,0.0058252427184466,0,0.00171673819742489,0,0.0101083032490975,0.00264084507042254,0.00103842159916926,0.00363636363636364,0.00185873605947955,0.00377358490566038,0,0,0.00191570881226054,0,0.00376647834274953,0.00189035916824197,0,0.00143061516452074,0.0112781954887218,0,0.00369685767097967,0.00137362637362637,0,0,0.00396039603960396,0,0.00950570342205323,0,0.0227272727272727
"F153",0.00138312586445367,0,0.00179533213644524,0,0.00585651537335286,0.00847457627118644,0,0,0.0146137787056367,0,0.00488997555012225,0.0653061224489796,0.00475737392959087,0,0,0.00324675324675325,0.00477554918815664,0.0392953929539295,0.0108433734939759,0.0491803278688525,0.0232815964523282,0.00177304964539007,0.00191204588910134,0,0,0,0.0043859649122807,0,0.00733137829912024,0.00432152117545376,0,0,0,1,0,0.000964320154291225,0,0,0,0,0,0.00241545893719807,0.00434027777777778,0,0,0,0,0.00804289544235925,0,0,0.00747663551401869,0.016025641025641,0.0213219616204691,0,0,0,0,0,0,0,0.0015015015015015,0,0,0,0.0234159779614325,0.00739644970414201,0.00122850122850123,0.00275103163686382,0.00182149362477231,0.00124069478908189,0.0046242774566474,0.00888529886914378,0.0658857979502196,0.102803738317757,0.00204498977505112,0.0761154855643045,0.00254452926208651,0,0,0.0456730769230769,0.00263504611330698,0.0358255451713396,0.0105448154657293,0,0,0.00106951871657754,0.0016025641025641,0,0.00576036866359447,0.0339943342776204,0.0234454638124363,0.0066334991708126,0.00162074554294976,0.00618556701030928,0.0152091254752852,0,0,0,0.00340715502555366,0.00396825396825397,0,0,0,0,0,0.0075046904315197,0,0,0,0.0089126559714795,0.00188679245283019,0.00789473684210526,0,0,0,0,0
"F154",0,0,0,0,0,0.0022271714922049,0,0,0,0,0.019578313253012,0,0.0010989010989011,0,0.00757575757575758,0.00211864406779661,0.0111482720178372,0.00161030595813205,0,0,0.00128700128700129,0.0144181256436663,0.00333333333333333,0,0,0,0.0144736842105263,0.0122448979591837,0,0.0129482071713147,0.00807381776239908,0.00203665987780041,0.00170357751277683,0,1,0.0147727272727273,0.00748502994011976,0.0148247978436658,0,0.00233100233100233,0.00173611111111111,0,0.00897308075772682,0.00789473684210526,0.0078740157480315,0.0175438596491228,0.00961538461538462,0.00165016501650165,0.0103626943005181,0.004149377593361,0,0.00124223602484472,0,0.00194931773879142,0,0,0.00350877192982456,0.00295420974889217,0,0.00269905533063428,0.00191938579654511,0.00229357798165138,0,0.00172413793103448,0,0,0,0.0121317157712305,0.00632244467860906,0.0106870229007634,0.00416088765603329,0.0175115207373272,0.00171821305841924,0.00294550810014728,0.00119904076738609,0.00148367952522255,0.0031201248049922,0.00988142292490119,0.012531328320802,0,0.0016260162601626,0.00192678227360308,0,0.0103092783505155,0.0134020618556701,0.00380710659898477,0.0191082802547771,0.0051440329218107,0,0,0.00116550116550117,0,0.0101851851851852,0.00120481927710843,0,0,0,0,0,0,0,0,0,0.00452488687782805,0.00408163265306122,0,0.00436681222707424,0.00469483568075117,0,0,0,0,0,0,0.0045045045045045,0,0
"F155",0,0.00248447204968944,0.00489715964740451,0.0126336248785228,0.010498687664042,0.00567644276253548,0.00552486187845304,0.00121654501216545,0,0,0.0254372019077901,0.00405679513184584,0.032520325203252,0.002909796314258,0.0252324037184595,0.0018450184501845,0.0453920220082531,0.0131255127153404,0.0195007800312012,0.0133729569093611,0.0131099781500364,0.0444444444444444,0.0188172043010753,0,0.0271317829457364,0.0188524590163934,0.0328358208955224,0.0268518518518519,0.00434782608695652,0.032298923369221,0.0262249827467219,0.0036330608537693,0.0291345329905741,0.000964320154291225,0.0147727272727273,1,0.0238853503184713,0.0239880059970015,0,0.00870406189555126,0.0110450297366185,0,0.0310913705583756,0.00100502512562814,0.0314422419685578,0.0180722891566265,0.0160714285714286,0.0074318744838976,0.0182748538011696,0.0138632162661738,0.007,0.0150214592274678,0.0185714285714286,0.00625,0.00720906282183316,0.022140221402214,0.00222965440356745,0.0078003120124805,0.0095389507154213,0.00817843866171004,0.00620567375886525,0,0.00100200400801603,0.00420521446593776,0.0142378559463987,0.00877963125548727,0.0110323089046493,0,0.0201691607026675,0.039119804400978,0.0144157814871017,0.0488698839340257,0.00251466890192791,0.00622083981337481,0.00277008310249307,0.00861393891934221,0.0112721417069243,0.0062667860340197,0.0179083094555874,0.00110864745011086,0.011522633744856,0.00265486725663717,0.00288461538461538,0.0011037527593819,0.0445026178010471,0.0384615384615385,0.0330812854442344,0.0133843212237094,0.0090293453724605,0.0101180438448567,0.0200970200970201,0.00186393289841566,0.0234234234234234,0.0147575544624034,0.0103503184713376,0,0.00237529691211401,0,0.0018957345971564,0.00205761316872428,0,0,0,0,0,0.00600600600600601,0.00237812128418549,0,0,0.00388349514563107,0.00402010050251256,0.00235571260306243,0,0.00122399020807834,0.00239808153477218,0,0.00125156445556946
"F157",0,0.00686106346483705,0.00876095118898623,0.00488997555012225,0,0,0.0207100591715976,0,0,0.00317965023847377,0.0180780209324453,0,0.00307692307692308,0,0.0549800796812749,0.00115606936416185,0.015625,0.00197433366238894,0.000920810313075506,0,0.00171086398631309,0.0147275405007364,0.0285714285714286,0,0.0203139427516159,0.616113744075829,0.0157068062827225,0.0672268907563025,0,0.0299488677867056,0.0385245901639344,0.0411764705882353,0.0792079207920792,0,0.00748502994011976,0.0238853503184713,1,0.0296495956873315,0.00159489633173844,0.0147965474722565,0.0146443514644351,0,0.0050071530758226,0.0264550264550265,0.00781860828772478,0.0113268608414239,0.02,0.001001001001001,0.02,0.0269320843091335,0.00254777070063694,0.00250836120401338,0.0168634064080944,0.0318543799772469,0.0215633423180593,0.0113895216400911,0.00147492625368732,0.020952380952381,0.0214007782101167,0.0393412625800549,0.00109409190371991,0.00606060606060606,0,0.00102774922918808,0.00202224469160768,0,0.000941619585687382,0.00929752066115703,0.0165912518853695,0.0124760076775432,0.00812274368231047,0.0281593406593407,0,0.00186567164179104,0.00244897959183673,0.00470366886171214,0.00974658869395711,0.00892857142857143,0.0195246179966044,0,0.014070351758794,0.0021953896816685,0,0.00145772594752187,0.0169992609016999,0.0145672664952871,0.0046029919447641,0.0370931112793338,0.00448028673835125,0,0.00724054706355591,0,0.0192307692307692,0.00245700245700246,0.00671785028790787,0.00473186119873817,0,0.00488599348534202,0,0.00132802124833997,0.00164744645799012,0,0.00162074554294976,0.00162866449511401,0.00156739811912226,0,0.0146579804560261,0.00165016501650165,0.00319488817891374,0,0,0,0.00169204737732657,0,0.0181818181818182,0,0.00694444444444444
"F159",0,0.00300751879699248,0.00796359499431172,0.0415704387990762,0.00995024875621891,0.00326086956521739,0.023936170212766,0.00146627565982405,0.00493827160493827,0,0.009657594381036,0.00354191263282172,0.00801165331391114,0.0101694915254237,0.0270665691294806,0.00745473908413206,0.0260223048327138,0.00366636113657195,0.0147826086956522,0.000817661488143908,0.0154220779220779,0,0.0230483271375465,0.00143472022955524,0.0154241645244216,0.023191094619666,0.0315091210613599,0.0167890870933893,0.015,0.0727141828653708,0.0409582689335394,0.0222457627118644,0.0241312741312741,0,0.0148247978436658,0.0239880059970015,0.0296495956873315,1,0.00141442715700141,0.0249716231555051,0.0447761194029851,0,0.0199175824175824,0.022700119474313,0.04106463878327,0.00570613409415121,0.0152594099694812,0.0169491525423729,0.0398340248962656,0.013771186440678,0.00463499420625724,0.034789644012945,0.0438311688311688,0.0270551508844953,0,0.0189473684210526,0.00529801324503311,0.0369036903690369,0.0244786944696283,0.0331350892098556,0.0132382892057026,0.0133630289532294,0.00467836257309942,0.0252918287937743,0.0268456375838926,0.0150905432595573,0.018716577540107,0.00666666666666667,0.0484581497797357,0.0170250896057348,0.0135478408128704,0.0320680628272251,0,0.00260642919200695,0.0250783699059561,0.0034965034965035,0.0229147571035747,0.00510725229826353,0.0166666666666667,0.00131233595800525,0.0158582089552239,0.00201816347124117,0.0134680134680135,0.00130548302872063,0.0153417015341702,0.0160771704180064,0.00953389830508475,0.0283687943262411,0.0126475548060708,0.0028436018957346,0.0129277566539924,0.0185185185185185,0.02088772845953,0.0179547228727557,0.00983899821109123,0.00139664804469274,0.00142247510668563,0,0.00769230769230769,0.00846432889963724,0,0,0,0,0.00278940027894003,0.0116959064327485,0.00860832137733142,0,0,0.0113122171945701,0.0105882352941176,0.00423728813559322,0,0.00147710487444609,0.00723589001447178,0,0
"F162",0,0,0,0,0,0,0.0161290322580645,0.00609756097560976,0,0.0376344086021505,0.00158478605388273,0,0,0,0.00339750849377123,0,0,0,0,0,0,0.00106496272630458,0.00233644859813084,0.0465116279069767,0,0,0,0.00669642857142857,0,0.00102986611740474,0.00120772946859903,0.00224215246636771,0.00369685767097967,0,0,0,0.00159489633173844,0.00141442715700141,1,0,0,0,0.00207253886010363,0,0,0,0.00418410041841004,0,0,0,0,0,0.00261096605744125,0,0,0,0,0.00634920634920635,0,0.00867052023121387,0,0,0,0,0,0,0,0,0.00775193798449612,0.00162337662337662,0.0104166666666667,0.00189214758751183,0,0.0015748031496063,0,0.00318471337579618,0.00504201680672269,0.00865800865800866,0,0,0,0,0.00260416666666667,0.00809716599190283,0.00106723585912487,0,0,0.011943539630836,0.00146627565982405,0,0,0,0.00576923076923077,0,0.00163934426229508,0.0205128205128205,0,0.028735632183908,0,0,0.0365853658536585,0,0.0285714285714286,0.0350877192982456,0.005,0,0,0.00595238095238095,0.0160427807486631,0,0,0,0.0335570469798658,0,0,0,0
"F164",0,0.00291545189504373,0.0445269016697588,0.00871080139372822,0.0176470588235294,0.00334448160535117,0.0205479452054795,0,0,0,0.00853658536585366,0,0.00664136622390892,0.00351493848857645,0.0121722846441948,0.00160771704180064,0.0322265625,0.00390117035110533,0.00956937799043062,0.00445930880713489,0.0153172866520788,0.0115864527629234,0.0125,0.00267379679144385,0.00818713450292398,0.0143042912873862,0.0221975582685905,0.00623052959501558,0.0297619047619048,0.0227870289219982,0.00886699507389163,0.0126182965299685,0.0179310344827586,0,0.00233100233100233,0.00870406189555126,0.0147965474722565,0.0249716231555051,0,1,0.00553250345781466,0,0.00432152117545376,0.0152380952380952,0.0175097276264591,0.035230352303523,0.0104790419161677,0.0133868808567604,0.0231023102310231,0.012779552715655,0,0.0246516613076099,0.0158227848101266,0.0121951219512195,0.00782778864970646,0.00467289719626168,0.00229885057471264,0.00729040097205346,0.00623441396508728,0.0159271899886234,0.037037037037037,0.0155709342560554,0.00941619585687382,0.0368794326241135,0.0260631001371742,0.0362537764350453,0.0262828535669587,0.00410396716826265,0.010054844606947,0.00619578686493185,0.00807381776239908,0.00561347233360064,0,0.00241254523522316,0.0368421052631579,0.00121359223300971,0.0089058524173028,0.00762195121951219,0.0105485232067511,0,0.00393184796854522,0.00149476831091181,0.00519930675909879,0.00680272108843537,0.00354295837023915,0.00857449088960343,0.00478468899521531,0.0116696588868941,0.0045766590389016,0.00136239782016349,0.00298210735586481,0.00327868852459016,0.0040453074433657,0.0176348547717842,0.00124223602484472,0.00767263427109974,0,0,0.00337837837837838,0,0,0,0.00267379679144385,0.00813008130081301,0,0.00743494423791822,0.0160427807486631,0,0.00260416666666667,0.00528169014084507,0.00374531835205993,0,0.0115942028985507,0,0.0163487738419619,0,0.00898203592814371
"F165",0,0.00408997955010225,0.0056657223796034,0.0521739130434783,0.00119331742243437,0.00673854447439353,0,0.00396039603960396,0,0,0.0156412930135558,0,0.00499168053244592,0,0.087688219663419,0,0.0117647058823529,0.00108932461873638,0.00609137055837563,0.000955109837631328,0.00279850746268657,0.00312989045383412,0.079136690647482,0,0.0120361083249749,0.0198019801980198,0.0028169014084507,0.00252844500632111,0.00479041916167665,0.0403800475059382,0.034452296819788,0.0128369704749679,0.00568181818181818,0,0.00173611111111111,0.0110450297366185,0.0146443514644351,0.0447761194029851,0,0.00553250345781466,1,0,0.0123743232791957,0.031866464339909,0.0196581196581197,0,0.0148148148148148,0.00110741971207087,0.0150801131008483,0.0156046814044213,0,0.026046511627907,0.0325581395348837,0.0175658720200753,0,0.0325945241199478,0.00344234079173838,0.128323699421965,0.0335861321776815,0.0666666666666667,0.00367647058823529,0.00685871056241427,0,0.00342857142857143,0.0240274599542334,0.00120192307692308,0.0104493207941484,0.0080091533180778,0.0619168787107718,0.0202127659574468,0.0271629778672032,0.0271260997067449,0.00113765642775882,0,0.00265721877767936,0.0125,0.0307017543859649,0.012531328320802,0.0119047619047619,0,0.0155728587319244,0.00122549019607843,0.00137741046831956,0.00510204081632653,0.0150674068199841,0.0130353817504655,0,0.0581395348837209,0.00985221674876847,0.00227272727272727,0.0087260034904014,0,0.0563165905631659,0.00266666666666667,0.0247311827956989,0.00185185185185185,0.0134357005758157,0,0.0027063599458728,0,0,0,0,0,0.0130597014925373,0.00291120815138282,0,0.00988142292490119,0.00188323917137476,0.0041958041958042,0,0,0,0.0161943319838057,0,0,0
"F167",0,0,0.00248756218905473,0.00479616306954436,0.0152671755725191,0.0185185185185185,0,0,0.0376175548589342,0,0,0.0194444444444444,0.00111111111111111,0.048469387755102,0,0.0131291028446389,0,0.0016366612111293,0.00293255131964809,0,0.00261096605744125,0.00308641975308642,0.00112107623318386,0,0,0,0,0,0.00757575757575758,0.00099403578528827,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,1,0.000999000999000999,0,0.00226244343891403,0,0,0.00167785234899329,0.00130039011703511,0,0.0185676392572944,0,0.00124688279301746,0,0,0,0,0,0,0,0.00392156862745098,0.00470588235294118,0.0162162162162162,0.00528169014084507,0,0.00381679389312977,0.00763358778625954,0,0,0,0,0.000914913083257091,0,0.00149253731343284,0.00609756097560976,0.00150602409638554,0.00316957210776545,0,0,0.0144927536231884,0,0.00196463654223969,0.037037037037037,0,0,0,0,0,0.00842696629213483,0.00524475524475524,0.00117924528301887,0.0710900473933649,0,0,0.00155038759689922,0,0,0,0.014018691588785,0.00573065902578797,0,0.01,0,0,0,0.076056338028169,0,0,0,0.0731070496083551,0.0473537604456825,0.00884955752212389,0,0,0,0.0147058823529412,0
"F175",0.000763358778625954,0,0.00792253521126761,0.00519480519480519,0.0151394422310757,0.0111206159110351,0.000972762645914397,0.00319488817891374,0.00845864661654135,0,0.0107604017216643,0.0174311926605505,0.0405319822672578,0.0149647887323944,0.0165036674816626,0.00921273031825796,0.0224578914535246,0.00594353640416048,0.0288600288600289,0.0171467764060357,0.0195813639432816,0.0312312312312312,0.0212367270455965,0,0.00487125956854558,0.00516605166051661,0.019674355495251,0.00490998363338789,0.0159489633173844,0.0252051582649472,0.0113350125944584,0.0099009900990099,0.00533130236100533,0.00434027777777778,0.00897308075772682,0.0310913705583756,0.0050071530758226,0.0199175824175824,0.00207253886010363,0.00432152117545376,0.0123743232791957,0.000999000999000999,1,0.0036003600360036,0.0251889168765743,0.00626304801670146,0.00479616306954436,0.0229182582123759,0.0195549561699258,0.0033003300330033,0.0153291253381425,0.0185430463576159,0.0231788079470199,0.0105433901054339,0.000912408759124088,0.00327064595257563,0.00592885375494071,0.00641940085592011,0.0101818181818182,0.00958247775496235,0.0104754230459307,0.00171379605826907,0.00539568345323741,0.00844854070660522,0.0144927536231884,0.0144,0.0377498149518875,0.00458015267175573,0.0174909529553679,0.0152949745083758,0.0104094378903539,0.0251256281407035,0.00998463901689708,0.00784593437945792,0.0142394822006473,0.0217864923747277,0.0185185185185185,0.00485044462409054,0.0111621799080762,0.000979431929480901,0.0142964635063958,0.0088638195004029,0.00519031141868512,0.000975609756097561,0.0112028301886792,0.0059445178335535,0.0142259414225941,0.0202985074626866,0.0167130919220056,0.0138568129330254,0.0264516129032258,0.00759493670886076,0.0253093363329584,0.0255905511811024,0.0161054172767204,0,0.003125,0,0.00598802395209581,0.00275229357798165,0,0.00212314225053079,0,0,0.00204918032786885,0.00897666068222621,0.00104058272632674,0.00105820105820106,0,0.00786713286713287,0.014519056261343,0.00103199174406605,0,0.00106837606837607,0.0010482180293501,0.00317124735729387,0.00108932461873638
"F176",0,0.00337837837837838,0.00978473581213307,0.00757575757575758,0,0,0.0050251256281407,0,0,0.00294117647058824,0.00386100386100386,0,0,0,0.0217391304347826,0,0.01,0,0,0,0.00113636363636364,0.0055452865064695,0.013091641490433,0.00305810397553517,0.00369458128078818,0.0294943820224719,0.0011454753722795,0.0033500837520938,0,0.0237659963436929,0.0460385438972163,0.0383944153577661,0.00875912408759124,0,0.00789473684210526,0.00100502512562814,0.0264550264550265,0.022700119474313,0,0.0152380952380952,0.031866464339909,0,0.0036003600360036,1,0.00705645161290323,0.0029940119760479,0.0244698205546493,0,0.011454753722795,0.122370936902486,0,0.00664451827242525,0.0177777777777778,0.0317725752508361,0.00429184549356223,0.0101351351351351,0,0.0303030303030303,0.0146862483311081,0.0431565967940814,0.0016025641025641,0.00934579439252336,0,0.00146412884333821,0,0.00156739811912226,0,0.00291970802919708,0.00570342205323194,0.00790513833992095,0.00486026731470231,0.0108877721943049,0,0,0,0.00128700128700129,0.00134228187919463,0.00821018062397373,0.00551876379690949,0,0.00278940027894003,0,0,0.00506329113924051,0.0018450184501845,0.00224215246636771,0,0.0256410256410256,0.00241254523522316,0,0.00312825860271116,0,0.00505050505050505,0.00214592274678112,0.00264200792602378,0.0146198830409357,0,0.00615384615384615,0,0,0.0127388535031847,0,0.00305810397553517,0,0.0028735632183908,0,0.00301204819277108,0.00316455696202532,0.0119760479041916,0,0,0,0,0.0065359477124183,0.00307692307692308,0,0.00346020761245675
"F178",0,0.00123609394313968,0.0117994100294985,0.0195121951219512,0.011353711790393,0.00661000944287063,0.0110741971207087,0,0,0,0.0181102362204724,0,0.0282828282828283,0.00193236714975845,0.027906976744186,0.00276243093922652,0.0467353951890034,0.0147540983606557,0.00691775557263643,0.00219941348973607,0.0197512801755669,0.0216975111678366,0.0305291723202171,0,0.0121951219512195,0.0146579804560261,0.0603975535168196,0.004516711833785,0.00959023539668701,0.0549095607235142,0.0268780151619573,0.00635785649409628,0.0117647058823529,0,0.0078740157480315,0.0314422419685578,0.00781860828772478,0.04106463878327,0,0.0175097276264591,0.0196581196581197,0.00226244343891403,0.0251889168765743,0.00705645161290323,1,0.00355029585798817,0.00263620386643234,0.00990916597853014,0.33206106870229,0.00182149362477231,0,0.0334302325581395,0.0407865986890022,0.01985559566787,0.00306748466257669,0.0155393053016453,0.00557413600891862,0.0125097732603597,0.0192153722978383,0.0187406296851574,0.0224618149146451,0.0105566218809981,0.00602409638554217,0.020460358056266,0.0201680672268908,0.00523560209424084,0.0190174326465927,0.0143702451394759,0.0403973509933775,0,0.0136157337367625,0.0293237582286056,0.000834724540901503,0.0101246105919003,0.0189606741573034,0.0125490196078431,0.0104333868378812,0.010762331838565,0.0341321713870733,0,0.0065359477124183,0.00977777777777778,0.00287631831255992,0.00330760749724366,0.0210727969348659,0.0225290697674419,0.0408357075023742,0.0172413793103448,0.00674157303370787,0,0.0200553250345781,0.0027906976744186,0.0203227734608488,0.0247875354107649,0.00792393026941363,0.00116414435389988,0,0.00119189511323004,0.004739336492891,0.00721649484536083,0,0,0,0,0.00116144018583043,0.00699300699300699,0.00954653937947494,0,0,0.00875486381322957,0.002,0.00117233294255569,0,0.00244200244200244,0.00962695547533093,0.00120192307692308,0
"F180",0,0,0.00550964187327824,0,0,0,0,0.0062111801242236,0,0,0.00801282051282051,0,0.00116009280742459,0,0.00113378684807256,0,0.0141676505312869,0,0,0,0,0.00644468313641246,0,0,0,0,0.00977653631284916,0.00674157303370787,0,0.00727650727650728,0.00731707317073171,0.0113895216400911,0,0,0.0175438596491228,0.0180722891566265,0.0113268608414239,0.00570613409415121,0,0.035230352303523,0,0,0.00626304801670146,0.0029940119760479,0.00355029585798817,1,0.0127388535031847,0,0.00411522633744856,0.00229885057471264,0,0,0.00130890052356021,0,0,0,0.00847457627118644,0,0,0.00288600288600289,0,0,0,0,0,0,0,0.0075187969924812,0.0044296788482835,0.00490998363338789,0.0029673590504451,0.00667302192564347,0,0,0,0.00159744408945687,0.00168350168350168,0.00652173913043478,0.00396301188903567,0,0,0,0,0.00819672131147541,0.00754310344827586,0.00134770889487871,0.0140845070422535,0.00432432432432432,0,0,0.00123456790123457,0.00242130750605327,0.000959692898272553,0.00384615384615385,0.00164744645799012,0,0.0457142857142857,0,0,0,0,0,0,0,0.0050761421319797,0,0,0.0440251572327044,0,0,0,0,0,0.0608108108108108,0,0.00595238095238095,0
"F181",0,0,0.00458015267175573,0.00597014925373134,0,0,0.00556586270871985,0,0,0.0125786163522013,0.00655021834061135,0,0.000865800865800866,0.00150375939849624,0.0173010380622837,0,0.0078740157480315,0,0,0,0.000978473581213307,0.00654664484451719,0.00262008733624454,0.00858369098712446,0.00525210084033613,0.0139049826187717,0.00395256916996047,0.0392706872370266,0,0.0112179487179487,0.020985401459854,0.0380281690140845,0.0220858895705521,0,0.00961538461538462,0.0160714285714286,0.02,0.0152594099694812,0.00418410041841004,0.0104790419161677,0.0148148148148148,0,0.00479616306954436,0.0244698205546493,0.00263620386643234,0.0127388535031847,1,0.00117508813160987,0.0068762278978389,0.244027303754266,0,0.00478011472275335,0.00570342205323194,0.03125,0.00494233937397035,0.00954979536152797,0,0.0209944751381215,0.00333704115684093,0.0185567010309278,0.00130548302872063,0.0103703703703704,0,0.00121212121212121,0.00237812128418549,0,0,0.00120772946859903,0.00418410041841004,0.00554323725055432,0.011482254697286,0.0120030007501875,0,0,0,0.00108813928182807,0.00225733634311512,0.0106951871657754,0.0076555023923445,0,0.0058411214953271,0,0,0.0365384615384615,0.0115321252059308,0.0058252427184466,0.00138121546961326,0.00908340214698596,0.0114345114345114,0,0.00272479564032698,0.00426136363636364,0.00451127819548872,0.000930232558139535,0.00334075723830735,0.01875,0,0.00860215053763441,0,0,0.010989010989011,0,0.00427350427350427,0.0043010752688172,0,0,0,0,0.00840336134453781,0,0.00158730158730159,0,0.00225733634311512,0,0,0,0.00699300699300699
