"","id","sex"
"864","STEW",0
"865","STKY",1
"866","STLB",1
"867","STMN",1
"868","STWR",1
"869","SUFL",0
"870","SUMO",1
"871","TABB",1
"872","TAC2",1
"873","TAL2",0
"874","TAL3",0
"875","TBEL",1
"876","TBTN",0
"877","TCT1",1
"878","TCTV",0
"879","TDT2",1
"880","TDTC",0
"881","TDTL",0
"882","TEEN",1
"883","TEKK",0
"884","TELE",1
"885","THAL",1
"886","THNM",1
"887","THRS",1
"888","THTH",0
"889","THUB",1
"890","TIGR",1
"891","TKID",0
"892","TMHK",1
"893","TML1",1
"894","TMLT",0
"895","TMSP",0
"896","TNBP",1
"897","TNFG",1
"898","TNSC",0
"899","TNSL",1
"900","TONG",1
"901","TOT2",1
"902","TPOT",1
"903","TREX",1
"904","TRIF",0
"905","TRIM",0
"906","TRLI",0
"907","TRM1",1
"908","TRNO",0
"909","TRTA",0
"910","TSMV",0
"911","TTA2",1
"912","TTM3",0
"913","TUPE",1
"914","TWHN",1
"915","UFSK",1
"916","ULRU",0
"917","ULTA",1
"918","ULY2",1
"919","ULY3",1
"920","ULY4",1
"921","ULYS",0
"922","UND1",1
"923","UND2",1
"924","UNDG",0
"925","UNLR",1
"926","UPBK",1
"927","URLN",1
"928","VAIL",1
"929","VANB",0
"930","VCRO",0
"931","VCUM",1
"932","VIVA",1
"933","VIZZ",1
"934","VLKA",0
"935","VNGL",1
"936","VOLD",1
"937","VRIP",1
"938","VRLA",1
"939","VST2",1
"940","VSTC",0
"941","VSTH",0
"942","VTHN",1
"943","WALT",1
"944","WAN1",1
"945","WAND",0
"946","WEBS",1
"947","WEEZ",1
"948","WEN1",1
"949","WENT",0
"950","WHAT",1
"951","WHIT",1
"952","WHMR",1
"953","WHOO",0
"954","WHTS",1
"955","WHYY",1
"956","WIFF",0
"957","WILL",0
"958","WIN1",1
"959","WINE",1
"960","WINN",0
"961","WINS",1
"962","WLDC",0
"963","WLET",0
"964","WLFL",1
"965","WORM",1
"966","WRTH",1
"967","WTAB",1
"968","WTKN",1
"969","WTMA",0
"970","WTMS",1
"971","WVLT",1
"972","WWJD",1
"973","XERX",1
"974","XYLO",1
"975","YANK",0
"976","YELP",0
"977","YIKE",1
"978","YOKE",1
"979","ZBRA",1
"980","ZEDC",1
"981","ZEL1",1
"982","ZEL2",0
"983","ZEL3",1
"984","ZEL4",1
"985","ZELD",0
"986","ZENN",1
"987","ZIPP",0
"988","ZOOK",1
"989","ZPP1",1
"990","ZRB2",1
"991","ZRBA",0
"992","ZRBC",0
"993","ZULU",1
