IndividualsFID,Alias,Sex,BirthYear,DeathYear,Mom,FirstSighted,FirstSighted_Begin1993,LastSighted_End2014,HI_Indiv,Year_Confirmed,First_HI_Type,HI_Injury,Year_of_Injury,Injury_Type
5206,RFNT,Probable Female,NA,NA,NA,11-Jun-13,11-Jun-13,12-Jun-13,0,NA,NA,0,NA,NA
3669,RLTY,NA,NA,NA,NA,10-Oct-03,10-Oct-03,10-Oct-03,0,NA,NA,0,NA,NA
3561,RMPL,NA,NA,NA,NA,15-Aug-03,15-Aug-03,12-Jun-13,0,NA,NA,0,NA,NA
3937,RMUS,NA,NA,NA,NA,14-Nov-06,14-Nov-06,20-Feb-13,0,NA,NA,0,NA,NA
738,ROOS,NA,NA,NA,NA,27-Sep-88,23-Sep-93,19-Dec-01,0,NA,NA,0,NA,NA
5191,ROSS,NA,NA,NA,NA,15-Apr-11,15-Apr-11,15-Apr-11,0,NA,NA,0,NA,NA
4982,RPIA,NA,NA,NA,NA,05-Jul-12,05-Jul-12,08-Oct-14,0,NA,NA,0,NA,NA
1010,RPPL,NA,1989,NA,BRDO,06-Oct-89,17-Aug-93,16-Jun-95,0,NA,NA,0,NA,NA
757,RSFG,NA,NA,NA,NA,29-Sep-88,11-Aug-05,11-Aug-05,0,NA,NA,0,NA,NA
289,RT90,Probable Female,NA,NA,NA,21-Jul-82,18-May-93,29-Aug-07,0,NA,NA,0,NA,NA
3984,RT92,NA,NA,NA,RT90,29-Aug-07,29-Aug-07,29-Aug-07,0,NA,NA,0,NA,NA
2604,RTM2,NA,1997,NA,RTMW,13-Aug-97,13-Aug-97,22-May-14,0,NA,NA,0,NA,NA
3757,RTM3,Probable Female,2004,NA,RTMW,21-Jul-04,21-Jul-04,06-Jun-14,0,NA,NA,0,NA,NA
4058,RTM4,NA,2009,NA,RTMW,10-Aug-09,10-Aug-09,05-Nov-14,1,2013,A,0,NA,NA
4884,RTM5,NA,2012,NA,RTMW,09-Jul-12,09-Jul-12,04-Jun-14,0,NA,NA,0,NA,NA
904,RTMC,NA,NA,NA,RTMW,12-Sep-89,14-Jun-94,19-Jul-94,0,NA,NA,0,NA,NA
710,RTMW,Female,NA,2017,NA,21-Sep-88,17-Jun-93,04-Jun-14,0,NA,NA,0,NA,NA
2252,RUBB,NA,NA,NA,NA,30-Jun-95,30-Jun-95,16-Jul-97,0,NA,NA,0,NA,NA
1504,RUF2,NA,NA,NA,NA,26-Jun-91,13-Sep-93,13-Jun-08,0,NA,NA,0,NA,NA
155,RUFF,NA,NA,NA,NA,13-Mar-81,06-Feb-93,21-Jul-05,0,NA,NA,0,NA,NA
523,RY34,Male,NA,2014,NA,14-Dec-84,19-Aug-93,10-Aug-14,1,1984,G,0,NA,NA
5217,RZLR,NA,NA,NA,NA,03-Sep-10,03-Sep-10,11-Apr-14,0,NA,NA,0,NA,NA
1875,SBDO,Female,NA,NA,NA,15-Sep-92,13-Aug-97,23-Sep-05,0,NA,NA,0,NA,NA
3063,SBOK,NA,NA,NA,NA,09-Aug-00,09-Aug-00,19-Dec-02,0,NA,NA,0,NA,NA
1446,SBPE,NA,NA,NA,NA,25-Nov-90,09-Sep-93,26-Sep-08,0,NA,NA,0,NA,NA
1441,SBPN,NA,NA,NA,NA,13-Nov-90,21-Sep-93,11-Sep-06,0,NA,NA,0,NA,NA
3023,SBUK,Probable Female,NA,NA,NA,11-May-00,11-May-00,07-Apr-11,0,NA,NA,0,NA,NA
887,SCBT,NA,NA,NA,NA,09-Sep-89,19-Oct-93,13-Apr-11,0,NA,NA,0,NA,NA
5147,SCNE,NA,NA,NA,NA,13-Aug-10,13-Aug-10,12-Sep-11,0,NA,NA,0,NA,NA
536,SCOR,NA,NA,NA,NA,10-Jul-85,12-Jun-93,19-Apr-95,0,NA,NA,0,NA,NA
3835,SCS1,Probable Female,2005,NA,SCSM,04-Nov-05,04-Nov-05,03-Dec-14,0,NA,NA,0,NA,NA
3986,SCS2,Probable Male,2007,NA,SCSM,14-Sep-07,14-Sep-07,03-Oct-14,1,2012,A,0,NA,NA
2685,SCSM,Female,NA,NA,NA,03-Oct-97,03-Oct-97,13-Nov-14,1,2010,A,0,NA,NA
888,SCTN,Probable Female,NA,NA,NA,09-Sep-89,10-Feb-93,08-Mar-10,0,NA,NA,0,NA,NA
2022,SCUP,NA,NA,NA,NA,23-Aug-93,23-Aug-93,15-Aug-08,0,NA,NA,0,NA,NA
5269,SDSW,NA,NA,NA,NA,16-Aug-10,16-Aug-10,18-Aug-10,0,NA,NA,0,NA,NA
5007,SEE1,NA,NA,NA,SETE,13-Sep-10,13-Sep-10,05-Nov-14,0,NA,NA,0,NA,NA
4150,SEWL,NA,NA,NA,NA,09-Mar-10,09-Mar-10,03-Oct-13,0,NA,NA,0,NA,NA
4984,SGDM,NA,NA,NA,NA,08-Sep-10,08-Sep-10,02-Jul-12,0,NA,NA,0,NA,NA
4886,SGL1,NA,NA,NA,SGLA,08-Jun-10,08-Jun-10,10-Feb-14,0,NA,NA,0,NA,NA
1421,SGLA,Probable Female,NA,NA,NA,04-Oct-90,11-Mar-97,02-Feb-12,0,NA,NA,0,NA,NA
3997,SGPP,Probable Female,NA,NA,NA,13-May-08,13-May-08,07-Aug-14,0,NA,NA,0,NA,NA
3746,SHBT,NA,2004,NA,DUDE,22-Jun-04,22-Jun-04,21-May-13,0,NA,NA,0,NA,NA
3879,SHNU,NA,NA,NA,NA,12-Jul-06,12-Jul-06,20-Jun-08,0,NA,NA,0,NA,NA
1712,SHOT,Male,NA,NA,NA,04-Oct-91,18-May-93,20-Jun-06,0,NA,NA,0,NA,NA
147,SHTC,Female,NA,NA,NA,02-Oct-80,01-Oct-93,11-Oct-05,0,NA,NA,0,NA,NA
3996,SIM1,NA,2007,NA,SIMP,10-Apr-08,10-Apr-08,14-May-09,0,NA,NA,0,NA,NA
5081,SIM2,NA,NA,NA,SIMP,08-Jul-13,08-Jul-13,14-Jul-14,0,NA,NA,0,NA,NA
1747,SIMP,Probable Female,NA,NA,NA,24-Jul-92,24-Mar-94,14-Jul-14,0,NA,NA,0,NA,NA
4440,SKYE,NA,NA,NA,NA,05-Jul-01,05-Jul-01,03-Dec-12,0,NA,NA,0,NA,NA
1140,SLIT,Male,NA,NA,NA,16-Aug-90,19-Nov-97,20-Nov-09,0,NA,NA,0,NA,NA
5008,SLJ1,NA,NA,NA,SLJY,12-May-09,12-May-09,23-May-13,0,NA,NA,0,NA,NA
4047,SLJY,NA,NA,NA,NA,12-May-09,12-May-09,23-May-13,0,NA,NA,0,NA,NA
1412,SLLA,Male,NA,2022,NA,01-Oct-90,10-Sep-93,11-Jul-08,0,NA,NA,0,NA,NA
1081,SLMS,Male,NA,1995,NA,13-Aug-90,17-May-93,24-Jul-95,0,NA,NA,1,1995,ingestion
1549,SMUS,NA,NA,NA,NA,12-Aug-91,21-Apr-97,08-Jul-13,0,NA,NA,0,NA,NA
225,SNOT,NA,NA,NA,NA,19-May-82,30-Oct-97,11-Nov-13,0,NA,NA,0,NA,NA
2067,SOFA,NA,NA,NA,NA,16-Sep-93,16-Sep-93,23-Apr-01,0,NA,NA,0,NA,NA
2976,SOGG,Male,NA,NA,NA,21-Apr-99,21-Apr-99,10-Feb-09,0,NA,NA,0,NA,NA
1694,SOLB,Male,NA,NA,NA,23-Sep-91,11-Aug-93,20-Oct-14,0,NA,NA,0,NA,NA
2553,SOLS,NA,NA,NA,NA,07-Nov-96,07-Nov-96,17-Aug-09,0,NA,NA,0,NA,NA
3913,SOPO,NA,NA,NA,NA,09-Sep-06,09-Sep-06,17-Jul-08,0,NA,NA,0,NA,NA
3031,SPAC,Probable Female,NA,NA,NA,14-Jun-00,14-Jun-00,03-Mar-14,0,NA,NA,0,NA,NA
3017,SPEC,NA,NA,NA,NA,10-Feb-00,10-Feb-00,19-Dec-01,0,NA,NA,0,NA,NA
270,SPIK,NA,NA,NA,NA,08-Jul-82,13-Jun-93,01-May-95,0,NA,NA,0,NA,NA
164,SPLA,NA,NA,NA,NA,15-Mar-81,06-Oct-97,09-Oct-12,0,NA,NA,0,NA,NA
2648,SPRT,NA,NA,NA,CLAT,18-Sep-97,18-Sep-97,10-Aug-98,0,NA,NA,0,NA,NA
2237,SPTL,NA,NA,NA,NA,17-May-95,17-May-95,26-Aug-96,0,NA,NA,0,NA,NA
995,SQBT,Male,NA,NA,NA,04-Oct-89,17-Aug-00,12-Aug-13,0,NA,NA,0,NA,NA
5134,SRDO,NA,NA,NA,NA,15-Apr-11,15-Apr-11,12-Nov-13,0,NA,NA,0,NA,NA
3513,SRFR,NA,NA,NA,NA,11-Mar-03,11-Mar-03,02-Sep-14,0,NA,NA,0,NA,NA
5456,SSHK,NA,NA,NA,NA,19-Mar-14,19-Mar-14,18-Jul-14,0,NA,NA,0,NA,NA
3966,STE1,NA,2007,NA,STEW,25-Jun-07,25-Jun-07,19-May-14,0,NA,NA,0,NA,NA
4889,STE2,NA,NA,NA,STEW,12-Sep-11,12-Sep-11,04-Sep-13,0,NA,NA,0,NA,NA
3741,STEW,Female,NA,NA,NA,17-Jun-04,17-Jun-04,04-Sep-13,0,NA,NA,0,NA,NA
3754,STKY,NA,NA,NA,NA,06-Jul-04,06-Jul-04,06-Jul-11,0,NA,NA,0,NA,NA
1453,STLB,NA,NA,NA,NA,17-Dec-90,15-Sep-93,11-Sep-06,0,NA,NA,0,NA,NA
1341,STMN,NA,NA,NA,NA,09-Sep-90,30-Apr-93,11-Sep-06,0,NA,NA,0,NA,NA
1917,STWR,NA,NA,NA,NA,14-Sep-92,09-Feb-93,02-Sep-10,0,NA,NA,0,NA,NA
2219,SUFL,Male,NA,NA,NA,17-Mar-95,17-Mar-95,06-Dec-12,0,NA,NA,0,NA,NA
826,SUMO,NA,NA,NA,NA,11-Oct-88,02-Aug-93,12-Sep-07,0,NA,NA,0,NA,NA
226,SURR,NA,NA,NA,NA,19-May-82,18-May-93,26-Apr-96,0,NA,NA,0,NA,NA
1005,TABB,NA,NA,NA,GITR,05-Oct-89,17-Jun-93,07-Nov-08,0,NA,NA,0,NA,NA
3945,TAC2,NA,NA,NA,TAL2,20-Feb-07,20-Feb-07,06-Jun-11,0,NA,NA,0,NA,NA
1866,TAL2,Probable Female,NA,NA,NA,11-Sep-92,20-Sep-93,06-Jun-11,0,NA,NA,0,NA,NA
2099,TAL3,Probable Female,NA,NA,NA,23-Sep-93,23-Sep-93,07-Nov-08,0,NA,NA,0,NA,NA
1867,TALC,NA,NA,NA,TAL2,11-Sep-92,23-Sep-93,23-Sep-93,0,NA,NA,0,NA,NA
1930,TBBX,NA,NA,NA,NA,15-Jun-93,15-Jun-93,22-Sep-93,0,NA,NA,0,NA,NA
779,TBEL,NA,NA,NA,NA,01-Oct-88,19-Oct-93,06-Jan-04,0,NA,NA,0,NA,NA
1212,TBTN,Male,NA,NA,NA,20-Aug-90,23-Aug-93,21-Sep-06,0,NA,NA,0,NA,NA
4001,TCT1,NA,2008,NA,TCTV,27-May-08,27-May-08,10-Feb-14,0,NA,NA,0,NA,NA
137,TCTV,Female,NA,NA,NA,30-Sep-80,11-Aug-93,21-Jul-14,0,NA,NA,0,NA,NA
5068,TDT2,NA,NA,NA,TDTL,03-May-11,03-May-11,20-May-11,0,NA,NA,0,NA,NA
3866,TDTC,Probable Female,2006,NA,TDTL,24-May-06,24-May-06,13-Nov-14,1,2013,P,0,NA,NA
2309,TDTL,Female,NA,NA,NA,02-Jul-96,02-Jul-96,03-Oct-14,0,NA,NA,0,NA,NA
2295,TEEN,NA,NA,NA,NA,29-May-96,29-May-96,18-Sep-98,0,NA,NA,0,NA,NA
3544,TEKK,Probable Female,NA,NA,NA,18-Jul-03,18-Jul-03,13-Nov-07,0,NA,NA,0,NA,NA
3722,TELE,NA,NA,NA,ULYS,18-Mar-04,18-Mar-04,12-Oct-05,0,NA,NA,0,NA,NA
2109,TERM,NA,NA,NA,NA,01-Oct-93,01-Oct-93,01-Oct-93,0,NA,NA,0,NA,NA
833,TFLG,NA,NA,NA,NA,12-Oct-88,22-Sep-93,19-Oct-93,0,NA,NA,0,NA,NA
606,TFMS,NA,NA,NA,NA,15-Sep-88,18-May-93,01-May-95,0,NA,NA,0,NA,NA
4978,THAL,NA,NA,NA,NA,05-Jul-12,05-Jul-12,12-Jul-12,0,NA,NA,0,NA,NA
176,THMN,Probable Female,NA,NA,NA,23-May-81,25-Apr-94,15-May-96,0,NA,NA,0,NA,NA
108,THNM,NA,NA,NA,NA,25-Sep-80,21-Mar-95,06-Feb-12,0,NA,NA,0,NA,NA
2258,THOC,NA,1995?,NA,THOR,21-Aug-95,21-Aug-95,12-Jul-96,0,NA,NA,0,NA,NA
109,THOR,Probable Female,NA,NA,NA,25-Sep-80,13-Aug-93,12-Jul-96,0,NA,NA,0,NA,NA
5370,THRS,NA,NA,NA,NA,12-Nov-13,12-Nov-13,12-Nov-13,0,NA,NA,0,NA,NA
2226,THTH,Male,NA,NA,NA,27-Mar-95,27-Mar-95,11-Jun-08,0,NA,NA,0,NA,NA
1926,THUB,NA,NA,NA,NA,27-May-93,27-May-93,20-Jun-01,0,NA,NA,0,NA,NA
2758,TIGR,NA,NA,NA,NA,10-Nov-97,10-Nov-97,03-Jun-14,0,NA,NA,0,NA,NA
2692,TKID,Male,NA,NA,MYST,03-Oct-97,03-Oct-97,18-Jul-14,0,NA,NA,0,NA,NA
1931,TM32,NA,NA,NA,TTM3,15-Jun-93,15-Jun-93,15-Jun-93,0,NA,NA,0,NA,NA
1360,TMHK,NA,NA,NA,NA,13-Sep-90,15-Sep-97,20-Jun-06,0,NA,NA,0,NA,NA
5120,TML1,NA,NA,NA,TMLT,14-May-13,14-May-13,10-Jun-13,0,NA,NA,0,NA,NA
5119,TMLT,Probable Female,NA,NA,NA,14-May-13,14-May-13,03-Mar-14,0,NA,NA,0,NA,NA
1671,TMSP,Male,NA,NA,NA,10-Sep-91,19-Apr-02,08-Jul-13,0,NA,NA,0,NA,NA
4753,TNBP,NA,NA,NA,NA,12-Jan-07,12-Jan-07,07-Aug-14,1,2012,P,0,NA,NA
2288,TNFG,NA,NA,NA,NA,16-May-96,16-May-96,22-Jun-98,0,NA,NA,0,NA,NA
4596,TNSC,Probable Female,NA,NA,NA,11-Mar-03,11-Mar-03,12-Aug-13,0,NA,NA,0,NA,NA
2218,TNSL,NA,NA,NA,NA,16-Mar-95,16-Mar-95,31-May-01,0,NA,NA,0,NA,NA
1845,TONG,NA,NA,NA,NA,07-Sep-92,17-Aug-00,21-Aug-03,0,NA,NA,0,NA,NA
2280,TOT2,NA,NA,NA,NA,15-Jan-96,15-Jan-96,17-May-00,0,NA,NA,0,NA,NA
4605,TPOT,NA,NA,NA,NA,18-Oct-05,18-Oct-05,29-Nov-14,0,NA,NA,0,NA,NA
3952,TREX,NA,NA,NA,NA,16-May-07,16-May-07,17-Jul-08,0,NA,NA,0,NA,NA
2932,TRIC,NA,NA,NA,TRIF,28-Jul-98,28-Jul-98,28-Jul-98,0,NA,NA,0,NA,NA
103,TRIF,Probable Female,NA,NA,NA,24-Sep-80,01-Oct-93,13-Aug-13,0,NA,NA,0,NA,NA
3872,TRIM,Probable Female,NA,NA,NA,20-Jun-06,20-Jun-06,07-Aug-14,0,NA,NA,0,NA,NA
1550,TRLI,Male,NA,NA,NA,12-Aug-90,18-Aug-93,29-Mar-04,0,NA,NA,0,NA,NA
4918,TRM1,NA,NA,NA,TRIM,18-May-12,18-May-12,07-Aug-14,0,NA,NA,0,NA,NA
191,TRNO,Probable Female,NA,NA,NA,21-Sep-81,16-Mar-95,07-May-10,0,NA,NA,0,NA,NA
5135,TRTA,Probable Male,NA,NA,NA,01-Nov-10,01-Nov-10,12-Nov-13,0,NA,NA,0,NA,NA
723,TSMV,Probable Female,NA,NA,NA,23-Sep-88,18-May-93,13-Nov-14,0,NA,NA,0,NA,NA
1880,TTA2,NA,NA,NA,NA,16-Sep-92,19-Feb-98,09-Oct-12,0,NA,NA,0,NA,NA
724,TTM3,Female,NA,NA,NA,23-Sep-88,15-Jun-93,18-Aug-10,0,NA,NA,0,NA,NA
186,TTOO,NA,NA,NA,NA,20-Sep-81,09-Sep-93,06-Sep-96,0,NA,NA,0,NA,NA
1152,TUPE,NA,NA,NA,NA,16-Aug-90,30-Jul-98,01-Dec-09,0,NA,NA,0,NA,NA
271,TWHN,NA,NA,NA,NA,08-Jul-82,20-Sep-93,07-Nov-13,0,NA,NA,0,NA,NA
4139,UFSK,NA,NA,NA,NA,19-Aug-09,19-Aug-09,13-Aug-13,0,NA,NA,0,NA,NA
2788,ULRU,Male,NA,NA,NA,12-Feb-98,12-Feb-98,08-Jul-13,0,NA,NA,0,NA,NA
4912,ULTA,NA,NA,NA,NA,05-Oct-12,05-Oct-12,05-Oct-12,0,NA,NA,0,NA,NA
3873,ULY2,NA,2006,NA,ULYS,20-Jun-06,20-Jun-06,13-Nov-14,1,2012,"A, C",0,NA,NA
4056,ULY3,NA,2009,NA,ULYS,21-Jul-09,21-Jul-09,06-Aug-14,0,NA,NA,0,NA,NA
5392,ULY4,NA,NA,NA,ULYS,03-Feb-14,03-Feb-14,11-Dec-14,0,NA,NA,0,NA,NA
2628,ULYS,Female,NA,2016,NA,28-Aug-97,28-Aug-97,11-Dec-14,0,NA,NA,0,NA,NA
4988,UND1,NA,NA,NA,UNDG,15-Jun-12,15-Jun-12,18-Jun-12,0,NA,NA,0,NA,NA
5128,UND2,NA,NA,NA,UNDG,11-Jun-13,11-Jun-13,14-Jul-14,0,NA,NA,0,NA,NA
3751,UNDG,Probable Female,NA,NA,NA,24-Jun-04,24-Jun-04,14-Jul-14,0,NA,NA,0,NA,NA
3854,UNLR,NA,NA,NA,NA,06-Apr-06,06-Apr-06,28-Sep-10,0,NA,NA,0,NA,NA
1361,UPBK,NA,NA,NA,NA,13-Sep-90,22-Sep-93,04-Sep-12,0,NA,NA,0,NA,NA
890,URLN,NA,NA,NA,NA,09-Sep-89,16-Sep-93,26-Sep-08,0,NA,NA,0,NA,NA
315,USLN,NA,NA,NA,NA,31-Jul-82,21-Sep-93,07-Oct-00,0,NA,NA,0,NA,NA
2723,VAIL,NA,NA,NA,NA,08-Oct-97,08-Oct-97,06-Jul-12,0,NA,NA,0,NA,NA
2996,VANB,Male,NA,2010,NA,18-Jun-99,18-Jun-99,18-Oct-10,0,NA,NA,0,NA,NA
5083,VCRO,Male,1998,NA,NA,20-Nov-09,20-Nov-09,05-Dec-14,1,2013,A,0,NA,NA
5125,VCUM,NA,NA,NA,NA,08-May-12,08-May-12,07-Aug-14,0,NA,NA,0,NA,NA
2977,VIVA,NA,NA,NA,NA,21-Apr-99,21-Apr-99,11-Sep-06,0,NA,NA,0,NA,NA
2490,VIZZ,NA,NA,NA,NA,15-Aug-96,15-Aug-96,13-Sep-06,0,NA,NA,0,NA,NA
5501,VLKA,Probable Female,NA,NA,NA,21-May-14,21-May-14,16-Sep-14,0,NA,NA,0,NA,NA
4368,VNGL,NA,NA,NA,NA,20-Aug-03,20-Aug-03,11-Sep-06,0,NA,NA,0,NA,NA
3052,VOLD,NA,NA,NA,NA,13-Jul-00,13-Jul-00,30-May-02,0,NA,NA,0,NA,NA
2058,VRIP,NA,NA,NA,NA,13-Sep-93,13-Sep-93,02-Feb-12,0,NA,NA,0,NA,NA
2978,VRLA,NA,NA,NA,NA,21-Apr-99,21-Apr-99,29-Mar-04,0,NA,NA,0,NA,NA
5129,VST2,NA,NA,NA,VSTH,11-Jun-13,11-Jun-13,12-Aug-13,0,NA,NA,0,NA,NA
3893,VSTC,Male,2006,NA,VSTH,10-Aug-06,10-Aug-06,21-May-09,0,NA,NA,0,NA,NA
3057,VSTH,Probable Female,NA,NA,NA,26-Jul-00,26-Jul-00,12-Aug-13,0,NA,NA,0,NA,NA
1343,VTHN,NA,NA,NA,NA,09-Sep-90,30-Apr-93,11-Sep-06,0,NA,NA,0,NA,NA
3058,WALT,NA,NA,NA,NA,26-Jul-00,26-Jul-00,14-Mar-01,0,NA,NA,0,NA,NA
3019,WAN1,NA,NA,NA,WAND,13-Mar-00,13-Mar-00,30-May-02,0,NA,NA,0,NA,NA
2297,WAND,Female,NA,NA,NA,31-May-96,31-May-96,15-Jul-04,0,NA,NA,0,NA,NA
3006,WEBS,NA,NA,2019,NA,26-Jul-99,26-Jul-99,10-Jul-14,0,NA,NA,0,NA,NA
3369,WEEZ,NA,<2002,NA,PRFR,21-Jun-02,21-Jun-02,23-Oct-02,0,NA,NA,0,NA,NA
5066,WEN1,NA,2013,2013,WENT,18-Jun-13,18-Jun-13,01-Oct-13,0,NA,NA,0,NA,NA
3803,WENT,Female,NA,NA,NA,11-Mar-05,11-Mar-05,13-Nov-14,0,NA,NA,0,NA,NA
2979,WHAT,NA,NA,NA,NA,21-Apr-99,21-Apr-99,16-May-00,0,NA,NA,0,NA,NA
354,WHIT,NA,NA,NA,NA,06-Oct-82,19-Oct-93,05-Jun-01,0,NA,NA,0,NA,NA
1153,WHMR,NA,NA,NA,NA,16-Aug-90,08-Jun-93,12-Jun-02,0,NA,NA,0,NA,NA
2745,WHOO,Male,NA,NA,NA,30-Oct-97,30-Oct-97,13-Jun-11,0,NA,NA,0,NA,NA
3128,WHTS,NA,NA,NA,NA,21-Feb-01,21-Feb-01,12-Jun-02,0,NA,NA,0,NA,NA
2662,WHYY,NA,NA,NA,NA,30-Sep-97,30-Sep-97,16-Aug-00,0,NA,NA,0,NA,NA
3760,WIFF,Male,NA,NA,NA,22-Jul-04,22-Jul-04,01-Oct-12,0,NA,NA,0,NA,NA
3007,WILL,Male,NA,2006,NA,26-Jul-99,26-Jul-99,20-Apr-06,0,NA,NA,0,NA,NA
4025,WIN1,NA,NA,NA,WINN,21-Jul-08,21-Jul-08,07-Nov-08,1,2008,P,0,NA,NA
2949,WINE,NA,NA,NA,NA,30-Jul-98,30-Jul-98,01-Dec-09,0,NA,NA,0,NA,NA
2884,WINN,Probable Female,NA,NA,NA,18-Jun-98,18-Jun-98,15-Sep-08,1,2008,P,0,NA,NA
3150,WINS,NA,NA,NA,NA,24-May-01,24-May-01,08-Oct-14,0,NA,NA,0,NA,NA
185,WLDC,Probable Female,NA,NA,NA,15-Sep-81,14-Jun-94,06-Aug-14,0,NA,NA,0,NA,NA
3925,WLET,Male,NA,NA,NA,16-Sep-06,16-Sep-06,13-Nov-14,1,2012,A,0,NA,NA
3671,WLFL,NA,NA,NA,NA,09-Dec-03,09-Dec-03,18-May-12,0,NA,NA,0,NA,NA
2312,WORM,NA,NA,NA,NA,19-Jul-96,19-Jul-96,18-Mar-99,0,NA,NA,0,NA,NA
5407,WRTH,NA,NA,NA,NA,02-Dec-13,02-Dec-13,29-Nov-14,0,NA,NA,0,NA,NA
931,WTAB,NA,NA,NA,NA,13-Sep-89,10-Feb-93,04-Feb-08,0,NA,NA,0,NA,NA
3920,WTKN,NA,NA,NA,NA,11-Sep-06,11-Sep-06,14-Jul-14,0,NA,NA,0,NA,NA
153,WTMA,Probable Female,NA,NA,NA,04-Oct-80,05-Feb-93,15-Oct-98,0,NA,NA,0,NA,NA
3562,WTMS,NA,NA,NA,NA,15-Aug-03,15-Aug-03,12-Jun-13,0,NA,NA,0,NA,NA
2897,WVLT,NA,NA,NA,NA,22-Jun-98,22-Jun-98,23-Sep-99,0,NA,NA,0,NA,NA
3752,WWJD,NA,2004,NA,HAIR,24-Jun-04,24-Jun-04,20-Jun-06,0,NA,NA,0,NA,NA
2983,XERX,NA,NA,NA,NA,08-May-99,08-May-99,08-Sep-06,0,NA,NA,0,NA,NA
2307,XYLO,NA,NA,NA,NA,19-Jun-96,19-Jun-96,20-Nov-08,0,NA,NA,0,NA,NA
3010,YANK,Male,NA,2020,NA,29-Sep-99,29-Sep-99,01-Aug-14,1,2009,"A, C",0,NA,NA
1681,YELP,Probable Female,NA,NA,NA,11-Sep-91,17-Sep-93,15-Jun-10,0,NA,NA,0,NA,NA
3111,YIKE,NA,NA,NA,NA,17-Jan-01,17-Jan-01,02-Jul-03,0,NA,NA,0,NA,NA
3957,YOKE,NA,NA,NA,OXEN,17-May-07,17-May-07,03-Dec-14,1,2012,P,0,NA,NA
3354,ZBRA,NA,NA,NA,NA,06-Jun-02,06-Jun-02,26-Jun-07,0,NA,NA,0,NA,NA
3942,ZEDC,NA,NA,NA,ZEDM,06-Feb-07,06-Feb-07,03-Oct-14,0,NA,NA,0,NA,NA
3030,ZEL1,NA,2000,NA,ZELD,13-Jun-00,13-Jun-00,20-Jan-03,0,NA,NA,0,NA,NA
3839,ZEL2,Probable Female,< 2005,NA,ZELD,07-Nov-05,07-Nov-05,01-Dec-14,0,NA,NA,0,NA,NA
4938,ZEL3,NA,NA,NA,ZELD,15-Dec-10,15-Dec-10,01-Oct-13,0,NA,NA,0,NA,NA
5330,ZEL4,NA,NA,NA,ZELD,01-Oct-13,01-Oct-13,01-Dec-14,0,NA,NA,0,NA,NA
2980,ZELD,Probable Female,NA,NA,NA,21-Apr-99,21-Apr-99,01-Dec-14,0,NA,NA,0,NA,NA
2069,ZENN,NA,NA,NA,NA,16-Sep-93,16-Sep-93,22-Jun-97,0,NA,NA,0,NA,NA
2084,ZIPP,Probable Female,NA,NA,NA,20-Sep-93,20-Sep-93,20-Aug-13,0,NA,NA,0,NA,NA
3385,ZONA,NA,< 2002,NA,PHIN,17-Jul-02,17-Jul-02,30-Sep-04,0,NA,NA,0,NA,NA
3159,ZOOK,NA,NA,NA,NA,17-Jul-01,17-Jul-01,12-Jul-05,0,NA,NA,0,NA,NA
3998,ZPP1,NA,2008,NA,ZIPP,23-May-08,23-May-08,16-Dec-08,0,NA,NA,0,NA,NA
3977,ZRB2,NA,2007,NA,ZRBA,07-Aug-07,07-Aug-07,28-Aug-07,0,NA,NA,0,NA,NA
2779,ZRBA,Female,NA,NA,NA,12-Jan-98,12-Jan-98,28-Aug-07,0,NA,NA,0,NA,NA
2993,ZRBC,Male,1999,NA,ZRBA,11-Jun-99,11-Jun-99,09-Apr-04,0,NA,NA,0,NA,NA
2290,ZULU,NA,NA,NA,NA,18-May-96,18-May-96,19-Dec-01,0,NA,NA,0,NA,NA
