"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.s3","CONS.ASOC.Sex","CONS.ASOC.Age","CONS.SOCIAL.Sex","CONS.SOCIAL.Age","CONS.A.S.Sex","CONS.A.S.Age","OFFs1","OFFs2","OFFs3","OFFASOC.Sex","OFFASOC.Age","OFFSOCIAL.Sex","OFFSOCIAL.Age","OFFA.S.Sex","OFFA.S.Age","convergence","loglik","s1","s2","s3","ASOCIALSex","ASOCIALAge","SOCIALSex","SOCIALAge","SEs1","SEs2","SEs3","SEasocialSex","SEasocialAge","SEsocialSex","SEsocialAge","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"52",52,"unconstrained","1:0:2",NA,1,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,FALSE,309.430469901675,1.32875617028702e-05,0,0,-0.617163704969468,0,0,0.00548644438963916,NA,0,NA,NA,0,0,NA,626.86093980335,627.457954728723,48.6193730264805,2.76972907815088e-11,5.44122209684104e-12
"127",127,"noILVs","1:0:0",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.712363386628,1.17947670855804,0,0,0,0,0,0,1.30289717071946,0,0,0,0,0,0,627.424726773256,627.481869630398,48.6432879281557,2.73680740079723e-11,5.37654639996698e-12
"32",32,"unconstrained","0:0:1",NA,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.95279825447,0,0,0.193032934032894,-0.624805615034057,0,0.00323743749514964,-0.025460285538033,0,0,NA,NA,0,NA,NA,627.905596508939,628.502611434313,49.6640297320698,1.64283130187974e-11,3.22739507328927e-12
"108",108,"additive","0:0:1",NA,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0,0,0,0.0170065440492227,0,0,0,0,NA,0,NA,0,0,628.630218205585,628.804131249063,49.9655495468206,1.41292390609521e-11,2.77573457983583e-12
"112",112,"additive","0:1:0",NA,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,0,0,0,NA,0,0,NA,0,0,628.630218205585,628.804131249063,49.9655495468206,1.41292390609521e-11,2.77573457983583e-12
"117",117,"additive","1:0:0",NA,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,0,0,NA,0,0,0,NA,0,0,628.630218205585,628.804131249063,49.9655495468206,1.41292390609521e-11,2.77573457983583e-12
"125",125,"noILVs","0:0:1",NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,313.395643036764,0,0,0,0,0,0,0,0,0,0.0312983322851062,0,0,0,0,628.791286073529,628.848428930671,50.0098472284286,1.38197330468169e-11,2.71493112521269e-12
"9",9,"unconstrained","0:0:1",NA,0,0,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0,0,0,-0.606623846780791,0.0154469043095031,0,0,0,0,NA,NA,NA,NA,NA,628.180284505503,629.089375414594,50.2507937123507,1.22512045130545e-11,2.40678863630428e-12
"10",10,"unconstrained","0:1:0",NA,0,1,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0,0.00217258403259566,0,-0.606623866989951,0.0154469050463968,3.1818456325679e-10,1.32897277694396e-06,0,NA,0,NA,NA,NA,NA,628.180284505503,629.089375414594,50.2507937123507,1.22512045130545e-11,2.40678863630428e-12
"13",13,"unconstrained","0:1:2",NA,0,1,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0,0.00217258403259566,0,-0.606623866989951,0.0154469050463968,0,1.32897277694396e-06,0,NA,NA,NA,NA,0,NA,628.180284505503,629.089375414594,50.2507937123507,1.22512045130545e-11,2.40678863630428e-12
"14",14,"unconstrained","0:1:2",NA,0,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0,0.00217258403243352,0,-0.606623866989951,0.0154469050463969,3.18184555351527e-10,0,0,NA,NA,NA,NA,NA,0,628.180284505504,629.089375414594,50.2507937123517,1.22512045130489e-11,2.40678863630319e-12
"15",15,"unconstrained","1:0:0",NA,1,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.0230837451484853,0,0,-0.606623938821296,0.0154469031267708,3.92521919101542e-15,9.87223945919254e-12,NA,0,0,NA,NA,NA,NA,628.180284505504,629.089375414594,50.2507937123517,1.22512045130489e-11,2.40678863630319e-12
"18",18,"unconstrained","1:0:2",NA,1,0,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.0230837451484853,0,0,-0.606623938821296,0.0154469031267708,0,9.87223945919253e-12,NA,0,NA,NA,NA,0,NA,628.180284505504,629.089375414594,50.2507937123517,1.22512045130489e-11,2.40678863630319e-12
"19",19,"unconstrained","1:0:2",NA,1,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.0230837451484853,0,0,-0.606623938821296,0.0154469031267708,3.92521916726881e-15,0,NA,0,NA,NA,NA,NA,0,628.180284505504,629.089375414594,50.2507937123517,1.22512045130489e-11,2.40678863630319e-12
"29",29,"additive","1:2:3",NA,1,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.330905630214049,0.0343725792845553,0.0678802749496329,-0.606623702960063,0.0154469069712624,0,0,NA,NA,NA,NA,NA,0,0,628.180284505504,629.089375414594,50.2507937123517,1.22512045130489e-11,2.40678863630319e-12
"23",23,"unconstrained","1:2:0",NA,1,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252891,0.253857862649884,1.45999371712729e-05,0,-0.606619787903105,0.0154468937561583,0.0215338917935757,0,NA,NA,0,NA,NA,NA,0,628.180284505782,629.089375414873,50.25079371263,1.22512045113441e-11,2.40678863596827e-12
"115",115,"socialEffectsOnly","1:0:0",NA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,312.684576719103,0.000134541430558572,0,0,0,0,0,0.00456248321666451,0.00123737210057063,0,0,0,0,0,0.00466172074098593,629.369153438205,629.543066481684,50.7044847794408,9.76474769401293e-12,1.91831617546553e-12
"116",116,"socialEffectsOnly","1:0:0",NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.708958177278,1.11017986947912,0,0,0,0,0.187303955129504,0,1.52157607376943,0,0,0,0,2.22969683140206,0,629.417916354557,629.591829398035,50.7532476957924,9.5295478157182e-12,1.87211040086299e-12
"119",119,"noILVs","1:0:2",NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.712363386628,1.17947670855804,0,0,0,0,0,0,1.44350604128826,0,0.0346170077802857,0,0,0,0,629.424726773256,629.598639816734,50.7600581144911,9.4971528974431e-12,1.86574631469534e-12
"17",17,"unconstrained","1:0:2",NA,1,0,2,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,FALSE,309.397426058774,0.000586154577624511,0,0,-0.624800237505216,0,0.694851143724834,0.00341829793272956,NA,0,NA,NA,0,NA,NA,628.794852117547,629.703943026638,50.8653613243954,9.01004849294704e-12,1.77005308353708e-12
"106",106,"socialEffectsOnly","0:0:1",NA,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,313.395643036764,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,630.791286073529,630.965199117007,52.126617414764,4.79566511363698e-12,9.42123877429639e-13
"107",107,"socialEffectsOnly","0:0:1",NA,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,313.395643036764,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,630.791286073529,630.965199117007,52.126617414764,4.79566511363698e-12,9.42123877429639e-13
"70",70,"unconstrained","0:0:1",NA,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0,0,0,0.0170065440492227,0,0,0,0,NA,0,NA,0,NA,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"71",71,"unconstrained","0:0:1",NA,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0,0,0,0.0170065440492227,0,0,0,0,NA,0,NA,NA,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"76",76,"unconstrained","0:1:0",NA,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,0,1.39918370582894e-11,0,NA,0,0,NA,0,NA,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"77",77,"unconstrained","0:1:0",NA,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,2.37516603742248e-15,0,0,NA,0,0,NA,NA,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"83",83,"additive","0:1:2",NA,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,0,0,0,NA,NA,0,NA,0,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"86",86,"unconstrained","1:0:0",NA,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,0,2.94520245550563e-13,NA,0,0,0,NA,0,NA,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"87",87,"unconstrained","1:0:0",NA,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,6.64628402154354e-17,0,NA,0,0,0,NA,NA,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"93",93,"additive","1:0:2",NA,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,0,0,NA,0,NA,0,NA,0,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"97",97,"additive","1:2:0",NA,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,0,0,NA,NA,0,0,NA,0,0,630.630218205585,630.983159382056,52.144577679813,4.75279219573135e-12,9.33701354443386e-13
"2",2,"unconstrained","0:1:2",NA,0,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0,0.00217258403259566,0,-0.606623866989951,0.0154469050463968,3.1818456325679e-10,1.32897277694396e-06,0,NA,NA,NA,NA,NA,NA,630.180284505503,631.47259219781,52.6340104955675,3.72108714230191e-12,7.31019569483729e-13
"7",7,"unconstrained","1:2:3",NA,1,2,3,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0.0629933371495702,0.0528616358844399,0.112442514228597,-0.606623762118401,0.0154469057931124,0,-0.0383446506909329,NA,NA,NA,NA,NA,0,NA,630.180284505503,631.47259219781,52.6340104955675,3.72108714230191e-12,7.31019569483729e-13
"3",3,"unconstrained","1:0:2",NA,1,0,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.0230837451484853,0,0,-0.606623938821296,0.0154469031267708,3.92521919101542e-15,9.87223945919254e-12,NA,0,NA,NA,NA,NA,NA,630.180284505504,631.472592197811,52.6340104955684,3.72108714230021e-12,7.31019569483397e-13
"8",8,"unconstrained","1:2:3",NA,1,2,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252752,0.0629933741520969,0.0528618131256445,0.112442562870616,-0.606623762118276,0.0154469057931552,-0.0383444553315789,0,NA,NA,NA,NA,NA,NA,0,630.180284505504,631.472592197811,52.6340104955684,3.72108714230021e-12,7.31019569483397e-13
"4",4,"unconstrained","1:2:0",NA,1,2,0,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252891,0.253857862502601,1.45999370778714e-05,0,-0.606619787903117,0.0154468937561582,0.021533891780752,9.91100183664111e-07,NA,NA,0,NA,NA,NA,NA,630.180284505783,631.47259219809,52.6340104958476,3.72108714178072e-12,7.31019569381341e-13
"85",85,"socialEffectsOnly","1:0:0",NA,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,312.677529491712,2.56423398607813e-05,0,0,0,0,0.147551288350196,0.00537293515936058,0.000224656507147792,0,0,0,0,2.25902761498666,0.00446597337328341,631.355058983425,631.708000159895,52.8694184576525,3.3078945093664e-12,6.49846544211468e-13
"91",91,"socialEffectsOnly","1:0:2",NA,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,FALSE,312.683201573389,8.82727187927123e-05,0,0,0,0,0,0.00477953854966388,NA,0,NA,0,0,0,NA,631.366403146778,631.719344323248,52.8807626210056,3.28918497270294e-12,6.46170995396316e-13
"92",92,"socialEffectsOnly","1:0:2",NA,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.708958177278,1.11017986947912,0,0,0,0,0.187303955129504,0,1.19823625082651,0,NA,0,0,0.044145359676408,0,631.417916354557,631.770857531028,52.9322758287848,3.20554845820142e-12,6.29740332397598e-13
"69",69,"socialEffectsOnly","0:0:1",NA,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,313.395643036764,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,632.791286073529,633.144227249999,54.3056455477564,1.61316541019011e-12,3.16911547235016e-13
"31",31,"unconstrained","0:0:1",NA,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0,0,0,0.0170065440492227,0,0,0,0,NA,0,NA,NA,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"35",35,"unconstrained","0:1:0",NA,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,2.37516604660805e-15,1.39918370582894e-11,0,NA,0,0,NA,NA,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"40",40,"unconstrained","0:1:2",NA,0,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,0,1.39918370582894e-11,0,NA,NA,0,NA,0,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"41",41,"unconstrained","0:1:2",NA,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,2.37516603742248e-15,0,0,NA,NA,0,NA,NA,0,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"45",45,"unconstrained","1:0:0",NA,1,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,6.64628402276171e-17,2.94520245550563e-13,NA,0,0,0,NA,NA,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"50",50,"unconstrained","1:0:2",NA,1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,0,2.94520245550563e-13,NA,0,NA,0,NA,0,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"51",51,"unconstrained","1:0:2",NA,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,6.64628402154354e-17,0,NA,0,NA,0,NA,NA,0,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"56",56,"unconstrained","1:2:0",NA,1,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,0,1.43126824828088e-11,NA,NA,0,0,NA,0,NA,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"57",57,"unconstrained","1:2:0",NA,1,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,2.43607532418078e-15,0,NA,NA,0,0,NA,NA,0,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"63",63,"additive","1:2:3",NA,1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,0,0,NA,NA,NA,0,NA,0,0,632.630218205585,633.227233130958,54.3886514287155,1.5475846134141e-12,3.04027988212546e-13
"1",1,"unconstrained","1:2:3",NA,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,TRUE,309.090142252751,0.0280501449685695,0.0949818749013772,0.114665795468738,-0.606623740958296,0.0154469064399973,-0.0419335674497565,-0.299900648299911,NA,NA,NA,NA,NA,NA,NA,632.180284505503,633.930284505503,55.0917028032599,1.08890185323178e-12,2.13918280738545e-13
"49",49,"socialEffectsOnly","1:0:2",NA,1,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,FALSE,312.680213092194,6.75914139458208e-05,0,0,0,0,0.149635065521284,0.00489757652154363,NA,0,NA,0,0,NA,NA,633.360426184388,633.957441109762,55.1188594075188,1.07421634265929e-12,2.11033264826311e-13
"11",11,"unconstrained","0:1:2",NA,0,1,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0,0.0193357798021109,0,0,0.0170065439850852,2.37516604660805e-15,1.39918370582894e-11,0,NA,NA,0,NA,NA,NA,634.630218205585,635.539309114676,56.7007274124333,4.87072356827521e-13,9.56869352904262e-14
"16",16,"unconstrained","1:0:2",NA,1,0,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.0237753398310864,0,0,0,0.0170065440478449,6.64628402276171e-17,2.94520245550563e-13,NA,0,NA,0,NA,NA,NA,634.630218205585,635.539309114676,56.7007274124333,4.87072356827521e-13,9.56869352904262e-14
"20",20,"unconstrained","1:2:0",NA,1,2,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,2.43607533364969e-15,1.43126824828088e-11,NA,NA,0,0,NA,NA,NA,634.630218205585,635.539309114676,56.7007274124333,4.87072356827521e-13,9.56869352904262e-14
"25",25,"unconstrained","1:2:3",NA,1,2,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,0,1.43126824828088e-11,NA,NA,NA,0,NA,0,NA,634.630218205585,635.539309114676,56.7007274124333,4.87072356827521e-13,9.56869352904262e-14
"26",26,"unconstrained","1:2:3",NA,1,2,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,2.43607532418078e-15,0,NA,NA,NA,0,NA,NA,0,634.630218205585,635.539309114676,56.7007274124333,4.87072356827521e-13,9.56869352904262e-14
"5",5,"unconstrained","1:2:3",NA,1,2,3,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,TRUE,312.315109102793,0.00216851377492078,0.0191946284083024,0,0,0.0170065439831951,2.43607533364969e-15,1.43126824828088e-11,NA,NA,NA,0,NA,NA,NA,636.630218205585,637.922525897893,59.08394419565,1.47939631766844e-13,2.90632177608393e-14
