"","s1","s2","s3","ASOC:Sex","ASOC:Age","SOCIAL:Sex","SOCIAL:Age","A&S:Sex","A&S:Age"
"support",0.247419072743488,0.999999999023985,0.247975787409192,0.367245842629245,5.08510458469528e-10,0.74084694399453,0.251493959594298,0,0
