"","trial","id","t_weight"
"107",1,"BEGR",0
"108",1,"BESR",0
"109",1,"BEWT",0
"110",1,"BGET",0
"111",1,"BGSQ",0
"112",1,"BIK1",0
"113",1,"BIK2",0
"114",1,"BIKO",0
"115",1,"BKH1",0
"116",1,"BKH2",0
"117",1,"BKH3",0
"118",1,"BKHO",0
"119",1,"BKTL",0
"120",1,"BKTS",0
"121",1,"BKUS",0
"122",1,"BLNK",0
"123",1,"BLTR",0
"124",1,"BMRD",0
"125",1,"BNDS",0
"126",1,"BNKP",0
"127",1,"BNSE",0
"128",1,"BOO2",0
"129",1,"BOO3",0
"130",1,"BOOC",0
"131",1,"BOOT",0
"132",1,"BOX1",0
"133",1,"BOXR",0
"134",1,"BRAC",0
"135",1,"BRAN",0
"136",1,"BRC3",0
"137",1,"BRC4",0
"138",1,"BRD2",0
"139",1,"BRD3",0
"140",1,"BRDO",0
"141",1,"BREA",0
"142",1,"BRIS",0
"143",1,"BRN1",0
"144",1,"BTCH",0
"145",1,"BTHS",0
"146",1,"BTLN",0
"147",1,"BTM2",0
"148",1,"BTMV",0
"149",1,"BTTC",0
"150",1,"BTTV",0
"151",1,"BTWO",0
"152",1,"BUMI",0
"153",1,"BUZL",0
"154",1,"C073",0
"155",1,"C075",0
"156",1,"C076",0
"157",1,"C077",0
"158",1,"C096",0
"159",1,"C114",0
"160",1,"C254",0
"161",1,"C255",0
"162",1,"C258",0
"163",1,"C259",0
"164",1,"C272",0
"165",1,"C273",0
"166",1,"C275",0
"167",1,"C276",0
"168",1,"C295",0
"169",1,"C296",0
"170",1,"C330",1
"171",1,"C335",0
"172",1,"C336",0
"173",1,"C391",0
"174",1,"C546",0
"175",1,"C548",0
"176",1,"C554",0
"177",1,"C555",0
"178",1,"C574",0
"179",1,"C595",0
"180",1,"C596",0
"181",1,"C597",0
"182",1,"C652",0
"183",1,"C655",0
"184",1,"C656",0
"185",1,"C717",0
"186",1,"C755",0
"187",1,"C793",0
"188",1,"C794",0
"189",1,"C795",0
"190",1,"C797",0
"191",1,"C798",0
"192",1,"C834",1
"193",1,"C835",0
"194",1,"C871",0
"195",1,"C872",0
"196",1,"C873",0
"197",1,"C874",0
"198",1,"C911",1
"199",1,"C912",0
"200",1,"C931",0
"201",1,"C932",0
"202",1,"C933",0
"203",1,"C935",1
"204",1,"C936",0
"205",1,"C991",1
"206",1,"CAES",0
"207",1,"CAM1",0
"208",1,"CATW",0
"209",1,"CBTA",0
"210",1,"CCL6",0
"211",1,"CDS2",0
"212",1,"CENT",0
"213",1,"CHAD",0
"214",1,"CHMA",0
"215",1,"CHOC",0
"216",1,"CHSL",0
"217",1,"CHTO",0
"218",1,"CIER",0
"219",1,"CL-4841",0
"220",1,"CL-4987",0
"221",1,"CL-5034",0
"222",1,"CL-5063",0
"223",1,"CL-5091",0
"224",1,"CL-5178",0
"225",1,"CL-5192",0
"226",1,"CL-5224",0
"227",1,"CL-5225",0
"228",1,"CL-5464",0
"229",1,"CL-5469",0
"230",1,"CL-5471",0
"231",1,"CL-5472",0
"232",1,"CL-5473",0
"233",1,"CL-5474",0
"234",1,"CLA2",0
"235",1,"CLAT",0
"236",1,"CLIF",0
"237",1,"CLJP",0
"238",1,"CLUE",0
"239",1,"CMRS",0
"240",1,"CONS",0
"241",1,"COST",0
"242",1,"CRAG",0
"243",1,"CRKS",0
"244",1,"CRUM",0
"245",1,"CSH3",0
"246",1,"CSPD",0
"247",1,"CTS2",0
"248",1,"CTS3",0
"249",1,"CTS4",0
"250",1,"CTS5",0
"251",1,"CTW1",0
"252",1,"CTW2",0
"253",1,"CW32",0
"254",1,"CW3C",0
"255",1,"CWM3",0
"256",1,"DAB1",0
"257",1,"DAB2",0
"258",1,"DABL",0
"259",1,"DAD2",0
"260",1,"DADA",0
"261",1,"DAF1",0
"262",1,"DAF2",0
"263",1,"DAFT",0
"264",1,"DAIN",0
"265",1,"DBHN",0
"266",1,"DEDO",0
"267",1,"DIGT",0
"268",1,"DIL1",0
"269",1,"DILL",0
"270",1,"DIPT",0
"271",1,"DMDI",0
"272",1,"DRAC",0
"273",1,"DRAY",0
"274",1,"DRBY",0
"275",1,"DRM1",0
"276",1,"DRMS",0
"277",1,"DRSN",0
"278",1,"DTHB",0
"279",1,"DUDE",0
"280",1,"EAS1",0
"281",1,"EASY",0
"282",1,"EFHT",0
"283",1,"ELFF",0
"284",1,"ELIP",0
"285",1,"EQDT",0
"286",1,"ETMA",0
"287",1,"F100",0
"288",1,"F101",0
"289",1,"F102",0
"290",1,"F105",0
"291",1,"F106",0
"292",1,"F108",0
"293",1,"F109",1
"294",1,"F110",0
"295",1,"F111",0
"296",1,"F113",0
"297",1,"F114",0
"298",1,"F115",0
"299",1,"F116",0
"300",1,"F117",0
"301",1,"F118",1
"302",1,"F119",0
"303",1,"F120",0
"304",1,"F122",0
"305",1,"F123",0
"306",1,"F125",1
"307",1,"F126",0
"308",1,"F127",0
"309",1,"F128",1
"310",1,"F130",0
"311",1,"F131",0
"312",1,"F132",0
"313",1,"F133",1
"314",1,"F134",0
"315",1,"F135",1
"316",1,"F136",0
"317",1,"F137",0
"318",1,"F138",1
"319",1,"F139",0
"320",1,"F141",0
"321",1,"F142",1
"322",1,"F144",0
"323",1,"F146",0
"324",1,"F147",0
"325",1,"F148",1
"326",1,"F149",0
"327",1,"F151",0
"328",1,"F152",0
"329",1,"F153",0
"330",1,"F154",0
"331",1,"F155",2
"332",1,"F157",0
"333",1,"F158",0
"334",1,"F159",1
"335",1,"F160",0
"336",1,"F161",0
"337",1,"F162",0
"338",1,"F163",0
"339",1,"F164",0
"340",1,"F165",0
"341",1,"F166",0
"342",1,"F167",0
"343",1,"F169",0
"344",1,"F171",0
"345",1,"F172",0
"346",1,"F173",1
"347",1,"F174",0
"348",1,"F175",1
"349",1,"F176",0
"350",1,"F177",0
"351",1,"F178",1.33333333333333
"352",1,"F179",1
"353",1,"F180",0
"354",1,"F181",0
"355",1,"F182",0
"356",1,"F183",0
"357",1,"F184",0
"358",1,"F185",0
"359",1,"F186",0
"360",1,"F187",0
"361",1,"F188",0
"362",1,"F189",0
"363",1,"F190",0
"364",1,"F191",0
"365",1,"F192",0
"366",1,"F193",0
"367",1,"F194",0
"368",1,"F195",0
"369",1,"F196",1
"370",1,"F197",1
"371",1,"F198",0
"372",1,"F199",1
"373",1,"F200",0
"374",1,"F201",0
"375",1,"F202",0
"376",1,"F203",1
"377",1,"F205",1
"378",1,"F207",2
"379",1,"F209",0
"380",1,"F210",0
"381",1,"F211",1
"382",1,"F212",0
"383",1,"F213",0
"384",1,"F214",0
"385",1,"F215",0
"386",1,"F216",0
"387",1,"F217",0
"388",1,"F218",0
"389",1,"F219",0
"390",1,"F220",0
"391",1,"F221",0
"392",1,"F222",0
"393",1,"F223",0
"394",1,"F224",1
"395",1,"F225",0
"396",1,"F226",0
"397",1,"F227",2
"398",1,"F228",0
"399",1,"F229",0
"400",1,"F230",0
"401",1,"F231",0
"402",1,"F232",1
"403",1,"F233",1
"404",1,"F234",0
"405",1,"F235",0
"406",1,"F236",1
"407",1,"F237",0
"408",1,"F238",1
"409",1,"F239",0
"410",1,"F240",0
"411",1,"F241",0
"412",1,"F242",0
"413",1,"F243",1
"414",1,"F244",0
"415",1,"F245",0
"416",1,"F246",1
"417",1,"F247",1
"418",1,"F248",0
"419",1,"F249",0
"420",1,"F250",1
"421",1,"F252",1
"422",1,"F254",0
"423",1,"F256",1
"424",1,"F258",1.5
"425",1,"F260",0
"426",1,"F262",0
"427",1,"F264",1
"428",1,"F266",1.33333333333333
"429",1,"F268",0
"430",1,"F270",0
"431",1,"F272",0
"432",1,"F274",1
"433",1,"F276",1
"434",1,"F278",0
"435",1,"F280",0
"436",1,"F282",0
"437",1,"F284",1
"438",1,"F301",0
"439",1,"FAST",0
"440",1,"FB01",0
"441",1,"FB02",1.5
"442",1,"FB03",1
"443",1,"FB05",0
"444",1,"FB06",0
"445",1,"FB07",0
"446",1,"FB09",2
"447",1,"FB10",0
"448",1,"FB11",0
"449",1,"FB12",0
"450",1,"FB13",0
"451",1,"FB14",0
"452",1,"FB15",0
"453",1,"FB17",0
"454",1,"FB20",1
"455",1,"FB23",0
"456",1,"FB24",0
"457",1,"FB25",0
"458",1,"FB26",0
"459",1,"FB27",0
"460",1,"FB28",0
"461",1,"FB29",0
"462",1,"FB32",0
"463",1,"FB33",1
"464",1,"FB35",1
"465",1,"FB36",0
"466",1,"FB38",0
"467",1,"FB39",0
"468",1,"FB43",0
"469",1,"FB44",0
"470",1,"FB46",0
"471",1,"FB48",0
"472",1,"FB54",1
"473",1,"FB55",0
"474",1,"FB57",0
"475",1,"FB58",0
"476",1,"FB59",0
"477",1,"FB60",0
"478",1,"FB62",0
"479",1,"FB63",0
"480",1,"FB65",0
"481",1,"FB66",0
"482",1,"FB68",0
"483",1,"FB70",0
"484",1,"FB71",0
"485",1,"FB73",0
"486",1,"FB75",0
"487",1,"FB76",0
"488",1,"FB78",0
"489",1,"FB79",1
"490",1,"FB83",0
"491",1,"FB84",1
"492",1,"FB87",0
"493",1,"FB89",0
"494",1,"FB90",1
"495",1,"FB92",1.4
"496",1,"FB93",0
"497",1,"FB94",0
"498",1,"FB96",0
"499",1,"FB99",0
"500",1,"FEAT",0
"501",1,"FINS",0
"502",1,"FJSL",0
"503",1,"FLBB",0
"504",1,"FLCR",0
"505",1,"FLDG",0
"506",1,"FLEA",0
"507",1,"FLTP",0
"508",1,"FNIS",0
"509",1,"FRGG",0
"510",1,"FRGI",0
"511",1,"FRN2",0
"512",1,"FRN3",0
"513",1,"FRNC",0
"514",1,"FRNG",0
"515",1,"FRNZ",0
"516",1,"FRPT",0
"517",1,"FTHS",0
"518",1,"FTLB",0
"519",1,"FUDD",0
"520",1,"FZJ1",0
"521",1,"FZJ2",0
"522",1,"FZJS",0
"523",1,"GLOS",0
"524",1,"GPHK",0
"525",1,"GPPY",0
"526",1,"GRGO",0
"527",1,"GRPS",0
"528",1,"GRW1",0
"529",1,"GRW2",0
"530",1,"GRW3",0
"531",1,"GRWW",0
"532",1,"GSKN",0
"533",1,"GTFG",0
"534",1,"GWEN",0
"535",1,"HAAK",1
"536",1,"HAIR",0
"537",1,"HAMM",0
"538",1,"HAN2",0
"539",1,"HANG",0
"540",1,"HAWC",0
"541",1,"HBM1",0
"542",1,"HBM2",0
"543",1,"HBM3",0
"544",1,"HBM4",0
"545",1,"HBMB",0
"546",1,"HBUT",0
"547",1,"HDMM",0
"548",1,"HDSK",0
"549",1,"HFLT",0
"550",1,"HILB",0
"551",1,"HIPM",0
"552",1,"HIQQ",0
"553",1,"HITS",0
"554",1,"HLP3",0
"555",1,"HLP4",0
"556",1,"HLPC",0
"557",1,"HML2",0
"558",1,"HMLC",0
"559",1,"HMLT",0
"560",1,"HMMC",0
"561",1,"HMMM",0
"562",1,"HMTN",0
"563",1,"HNB2",0
"564",1,"HNBT",0
"565",1,"HNSC",0
"566",1,"HOK1",0
"567",1,"HOK2",0
"568",1,"HOKA",0
"569",1,"HOOV",0
"570",1,"HOV2",0
"571",1,"HOVA",0
"572",1,"HOVC",0
"573",1,"HPLA",0
"574",1,"HRDM",0
"575",1,"HSN2",0
"576",1,"HSN3",0
"577",1,"HSN4",0
"578",1,"HSNS",0
"579",1,"HUCK",0
"580",1,"HUEY",0
"581",1,"HVMS",0
"582",1,"HWK2",0
"583",1,"HWK3",0
"584",1,"IKN2",0
"585",1,"IKNO",0
"586",1,"J001",0
"587",1,"J007",0
"588",1,"JADE",0
"589",1,"JAGR",0
"590",1,"JAMM",0
"591",1,"JBAK",0
"592",1,"JELY",0
"593",1,"JETY",0
"594",1,"JGL1",0
"595",1,"JGL2",0
"596",1,"JGLD",0
"597",1,"JIG3",0
"598",1,"JOJO",0
"599",1,"JOSC",0
"600",1,"JOSE",0
"601",1,"KNIK",0
"602",1,"KNNC",0
"603",1,"KNNN",0
"604",1,"KNOB",0
"605",1,"KNOR",0
"606",1,"KNSY",0
"607",1,"KOKO",0
"608",1,"KRSN",1
"609",1,"L108",0
"610",1,"L160",0
"611",1,"LACH",0
"612",1,"LAT2",0
"613",1,"LBHL",0
"614",1,"LBLD",0
"615",1,"LBLK",0
"616",1,"LBLS",0
"617",1,"LBMA",0
"618",1,"LBMN",0
"619",1,"LBSL",0
"620",1,"LBTY",0
"621",1,"LCKL",0
"622",1,"LDB1",0
"623",1,"LDBP",0
"624",1,"LDM3",0
"625",1,"LDMA",0
"626",1,"LDNK",0
"627",1,"LEON",0
"628",1,"LFLG",0
"629",1,"LHLV",0
"630",1,"LITT",0
"631",1,"LIZ1",0
"632",1,"LIZD",0
"633",1,"LLLN",0
"634",1,"LNBT",0
"635",1,"LNC2",0
"636",1,"LNC3",0
"637",1,"LNCC",0
"638",1,"LNL1",0
"639",1,"LNLD",0
"640",1,"LNPC",0
"641",1,"LNPF",0
"642",1,"LNST",0
"643",1,"LONE",0
"644",1,"LOT1",0
"645",1,"LOT2",0
"646",1,"LOT3",0
"647",1,"LOT4",0
"648",1,"LOTB",0
"649",1,"LRBD",0
"650",1,"LSPL",0
"651",1,"LSPO",0
"652",1,"LTS2",0
"653",1,"LTSM",0
"654",1,"LWHP",0
"655",1,"LWMN",0
"656",1,"LWP1",0
"657",1,"LWP2",0
"658",1,"LWPT",0
"659",1,"LYFN",0
"660",1,"LYLU",0
"661",1,"M145",0
"662",1,"M164",0
"663",1,"MAN1",0
"664",1,"MAN2",0
"665",1,"MAN3",0
"666",1,"MANT",0
"667",1,"MARX",0
"668",1,"MAUD",0
"669",1,"MBAB",0
"670",1,"MCM3",0
"671",1,"MCMA",0
"672",1,"MDLB",0
"673",1,"MDNK",0
"674",1,"MDPK",0
"675",1,"MDSQ",0
"676",1,"MEAD",0
"677",1,"MHBT",0
"678",1,"MIDF",0
"679",1,"MIDM",0
"680",1,"MJM2",0
"681",1,"MLOB",0
"682",1,"MLOC",0
"683",1,"MLTS",0
"684",1,"MLVN",0
"685",1,"MM72",0
"686",1,"MNC2",0
"687",1,"MNCB",0
"688",1,"MNIC",0
"689",1,"MNIK",0
"690",1,"MOCH",0
"691",1,"MOLA",0
"692",1,"MOML",0
"693",1,"MOOY",0
"694",1,"MORB",0
"695",1,"MORN",0
"696",1,"MPTB",0
"697",1,"MRMS",0
"698",1,"MRN2",0
"699",1,"MSLB",0
"700",1,"MSQ2",0
"701",1,"MSQL",0
"702",1,"MSR2",0
"703",1,"MSUC",0
"704",1,"MSUM",0
"705",1,"MTB1",0
"706",1,"MTBG",0
"707",1,"MTEL",0
"708",1,"MTHR",0
"709",1,"MTLR",0
"710",1,"MTMN",0
"711",1,"MTSS",0
"712",1,"MTWO",0
"713",1,"MUBT",0
"714",1,"MVON",0
"715",1,"MYST",0
"716",1,"NACK",0
"717",1,"NADW",0
"718",1,"NANA",0
"719",1,"NHNK",0
"720",1,"NIB2",0
"721",1,"NIGT",0
"722",1,"NIK2",0
"723",1,"NIP2",0
"724",1,"NIPP",0
"725",1,"NKAL",0
"726",1,"NKL2",0
"727",1,"NKLD",0
"728",1,"NKLN",0
"729",1,"NKNN",0
"730",1,"NKS1",0
"731",1,"NKSH",0
"732",1,"NLPS",0
"733",1,"NOMS",0
"734",1,"NPK1",0
"735",1,"NPKR",0
"736",1,"OIEA",0
"737",1,"OINK",0
"738",1,"OPAL",0
"739",1,"OPTP",0
"740",1,"ORNG",0
"741",1,"OTH_1083",0
"742",1,"OTH_183",0
"743",1,"OTH_230",0
"744",1,"OTH_295",0
"745",1,"OTH_376",0
"746",1,"OTH_378",0
"747",1,"OTH_503",0
"748",1,"OTH_506",0
"749",1,"OTH_519",0
"750",1,"OTH_561",0
"751",1,"OTH_590",0
"752",1,"OTH_597",0
"753",1,"OTH_602",0
"754",1,"OTH_605",0
"755",1,"OTH_606",0
"756",1,"OTH_607",0
"757",1,"OTH_609",0
"758",1,"OTH_612",0
"759",1,"OTH_702",0
"760",1,"OTH_894",0
"761",1,"OTH_906",0
"762",1,"OTH_984",0
"763",1,"P3C1",0
"764",1,"P3C2",0
"765",1,"P3SP",0
"766",1,"PAL1",0
"767",1,"PDFT",0
"768",1,"PECK",0
"769",1,"PHIL",0
"770",1,"PHIN",0
"771",1,"PHL1",0
"772",1,"PHL2",0
"773",1,"PHNE",0
"774",1,"PIL1",0
"775",1,"PILA",0
"776",1,"PITA",0
"777",1,"PLG2",0
"778",1,"PLUG",0
"779",1,"PMID",0
"780",1,"PMTI",0
"781",1,"PN05",0
"782",1,"PNB2",0
"783",1,"PNB3",0
"784",1,"PNBC",0
"785",1,"PNBS",0
"786",1,"PNBT",0
"787",1,"PNGS",0
"788",1,"PNKD",0
"789",1,"PNTB",0
"790",1,"POCO",0
"791",1,"POLV",0
"792",1,"POOF",0
"793",1,"PORT",0
"794",1,"PPS1",0
"795",1,"PPSL",0
"796",1,"PRF2",0
"797",1,"PRF3",0
"798",1,"PRF4",0
"799",1,"PRFC",0
"800",1,"PRFR",0
"801",1,"PRN2",0
"802",1,"PROF",0
"803",1,"PRST",0
"804",1,"PSB2",0
"805",1,"PSBZ",0
"806",1,"PSC3",0
"807",1,"PSC4",0
"808",1,"PSC5",0
"809",1,"PSC6",0
"810",1,"PSC7",0
"811",1,"PSD2",0
"812",1,"PSDQ",0
"813",1,"PUMP",0
"814",1,"Q5LA",0
"815",1,"QECD",0
"816",1,"QUIN",0
"817",1,"R27L",0
"818",1,"RCCR",0
"819",1,"RCN2",0
"820",1,"RCNM",0
"821",1,"RFIO",0
"822",1,"RFNT",0
"823",1,"RLTY",0
"824",1,"RMPL",0
"825",1,"RMUS",0
"826",1,"ROOS",0
"827",1,"ROSS",0
"828",1,"RPIA",0
"829",1,"RSFG",0
"830",1,"RT90",0
"831",1,"RT92",0
"832",1,"RTM2",0
"833",1,"RTM3",0
"834",1,"RTM4",0
"835",1,"RTM5",0
"836",1,"RTMW",0
"837",1,"RUF2",0
"838",1,"RUFF",0
"839",1,"RY34",0
"840",1,"RZLR",0
"841",1,"SBDO",0
"842",1,"SBOK",0
"843",1,"SBPE",0
"844",1,"SBPN",0
"845",1,"SBUK",0
"846",1,"SCBT",0
"847",1,"SCNE",0
"848",1,"SCS1",0
"849",1,"SCS2",0
"850",1,"SCSM",0
"851",1,"SCTN",0
"852",1,"SCUP",0
"853",1,"SDSW",0
"854",1,"SEE1",0
"855",1,"SEWL",0
"856",1,"SGDM",0
"857",1,"SGL1",0
"858",1,"SGLA",0
"859",1,"SGPP",0
"860",1,"SHBT",0
"861",1,"SHNU",0
"862",1,"SHOT",0
"863",1,"SHTC",0
"864",1,"SIM1",0
"865",1,"SIM2",0
"866",1,"SIMP",0
"867",1,"SKYE",0
"868",1,"SLIT",0
"869",1,"SLJ1",0
"870",1,"SLJY",0
"871",1,"SLLA",0
"872",1,"SMUS",0
"873",1,"SNOT",0
"874",1,"SOFA",0
"875",1,"SOGG",0
"876",1,"SOLB",0
"877",1,"SOLS",0
"878",1,"SOPO",0
"879",1,"SPAC",0
"880",1,"SPEC",0
"881",1,"SPLA",0
"882",1,"SPTL",0
"883",1,"SQBT",0
"884",1,"SRDO",0
"885",1,"SRFR",0
"886",1,"SSHK",0
"887",1,"STE1",0
"888",1,"STE2",0
"889",1,"STEW",0
"890",1,"STKY",0
"891",1,"STLB",0
"892",1,"STMN",0
"893",1,"STWR",0
"894",1,"SUFL",0
"895",1,"SUMO",0
"896",1,"TABB",0
"897",1,"TAC2",0
"898",1,"TAL2",0
"899",1,"TAL3",0
"900",1,"TBEL",0
"901",1,"TBTN",0
"902",1,"TCT1",0
"903",1,"TCTV",0
"904",1,"TDT2",0
"905",1,"TDTC",1
"906",1,"TDTL",0
"907",1,"TEEN",0
"908",1,"TEKK",0
"909",1,"TELE",0
"910",1,"THAL",0
"911",1,"THNM",0
"912",1,"THOC",0
"913",1,"THOR",0
"914",1,"THRS",0
"915",1,"THTH",0
"916",1,"THUB",0
"917",1,"TIGR",0
"918",1,"TKID",0
"919",1,"TMHK",0
"920",1,"TML1",0
"921",1,"TMLT",0
"922",1,"TMSP",0
"923",1,"TNBP",1
"924",1,"TNFG",0
"925",1,"TNSC",0
"926",1,"TNSL",0
"927",1,"TONG",0
"928",1,"TOT2",0
"929",1,"TPOT",0
"930",1,"TREX",0
"931",1,"TRIF",0
"932",1,"TRIM",0
"933",1,"TRLI",0
"934",1,"TRM1",0
"935",1,"TRNO",0
"936",1,"TRTA",0
"937",1,"TSMV",0
"938",1,"TTA2",0
"939",1,"TTM3",0
"940",1,"TTOO",0
"941",1,"TUPE",0
"942",1,"TWHN",0
"943",1,"UFSK",0
"944",1,"ULRU",0
"945",1,"ULTA",0
"946",1,"ULY2",0
"947",1,"ULY3",0
"948",1,"ULY4",0
"949",1,"ULYS",0
"950",1,"UND1",0
"951",1,"UND2",0
"952",1,"UNDG",0
"953",1,"UNLR",0
"954",1,"UPBK",0
"955",1,"URLN",0
"956",1,"VAIL",0
"957",1,"VANB",0
"958",1,"VCRO",0
"959",1,"VCUM",0
"960",1,"VIVA",0
"961",1,"VIZZ",0
"962",1,"VLKA",0
"963",1,"VNGL",0
"964",1,"VOLD",0
"965",1,"VRIP",0
"966",1,"VRLA",0
"967",1,"VST2",0
"968",1,"VSTC",0
"969",1,"VSTH",0
"970",1,"VTHN",0
"971",1,"WALT",0
"972",1,"WAN1",0
"973",1,"WAND",0
"974",1,"WEBS",0
"975",1,"WEEZ",0
"976",1,"WEN1",0
"977",1,"WENT",0
"978",1,"WHAT",0
"979",1,"WHIT",0
"980",1,"WHMR",0
"981",1,"WHOO",0
"982",1,"WHTS",0
"983",1,"WHYY",0
"984",1,"WIFF",0
"985",1,"WILL",0
"986",1,"WIN1",1
"987",1,"WINE",0
"988",1,"WINN",1
"989",1,"WINS",0
"990",1,"WLDC",0
"991",1,"WLET",0
"992",1,"WLFL",0
"993",1,"WORM",0
"994",1,"WRTH",0
"995",1,"WTAB",0
"996",1,"WTKN",0
"997",1,"WTMA",0
"998",1,"WTMS",0
"999",1,"WVLT",0
"1000",1,"WWJD",0
"1001",1,"XERX",0
"1002",1,"XYLO",0
"1003",1,"YANK",0
"1004",1,"YELP",0
"1005",1,"YIKE",0
"1006",1,"YOKE",1
"1007",1,"ZBRA",0
"1008",1,"ZEDC",0
"1009",1,"ZEL1",0
"1010",1,"ZEL2",0
"1011",1,"ZEL3",0
"1012",1,"ZEL4",0
"1013",1,"ZELD",0
"1014",1,"ZENN",0
"1015",1,"ZIPP",0
"1016",1,"ZOOK",0
"1017",1,"ZPP1",0
"1018",1,"ZRB2",0
"1019",1,"ZRBA",0
"1020",1,"ZRBC",0
"1021",1,"ZULU",0
